Address;RegName;Clk;Rst;Port;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
;;;;Not;txto_int_ena;[9];1'h0;R/W;;;;
;;;;Not;txend_data_int_ena;[8];1'h0;R/W;;;;
;;;;Not;txend_cts_int_ena;[7];1'h0;R/W;;;;
;;;;Not;txend_rts_int_ena;[6];1'h0;R/W;;;;
;;;;Not;rxend_txack_int_ena;[5];1'h0;R/W;;;;
;;;;Not;rxend_txcts_int_ena;[4];1'h0;R/W;;;;
;;;;Not;rxend_data_int_ena;[3];1'h0;R/W;;;;
;;;;Not;rxsuc_int_ena;[2];1'h0;R/W;;;;
;;;;Not;imrto_int_ena;[1];1'h0;R/W;;;;
;;;;Not;rxto_int_ena;[0];1'h0;R/W;;;;
0x0024;INT1_RAW_MAC;pclk;reset_n;;;[31:10];22'h0;RO;;;INT1_RAW;
;;;;Not;txto_int_raw;[9];1'h0;R/W;txto_int/1'b1;txto_int_clr/1'b0;;
;;;;Not;txend_data_int_raw;[8];1'h0;R/W;txend_data_int/1'b1;txend_data_int_clr/1'b0;;
;;;;Not;txend_cts_int_raw;[7];1'h0;R/W;txend_cts_int/1'b1;txend_cts_int_clr/1'b0;;
;;;;Not;txend_rts_int_raw;[6];1'h0;R/W;txend_rts_int/1'b1;txend_rts_int_clr/1'b0;;
;;;;Not;rxend_txack_int_raw;[5];1'h0;R/W;rxend_txack_int/1'b1;rxend_txack_int_clr/1'b0;;
;;;;Not;rxend_txcts_int_raw;[4];1'h0;R/W;rxend_txcts_int/1'b1;rxend_txcts_int_clr/1'b0;;
;;;;Not;rxend_data_int_raw;[3];1'h0;R/W;rxend_data_int/1'b1;rxend_data_int_clr/1'b0;;
;;;;Not;rxsuc_int_raw;[2];1'h0;R/W;rxsuc_int/1'b1;rxsuc_int_clr/1'b0;;
;;;;Not;imrto_int_raw;[1];1'h0;R/W;imrto_int/1'b1;imrto_int_clr/1'b0;;
;;;;Not;rxto_int_raw;[0];1'h0;R/W;rxto_int/1'b0;rxto_int_clr/1'b0;;
0x0028;INT1_ST_MAC;pclk;reset_n;;;[31:10];22'h0;RO;;;INT1_ST;
;;;;Not;txto_int_st;[9];1'h0;RO;;;;
;;;;Not;txend_data_int_st;[8];1'h0;RO;;;;
;;;;Not;txend_cts_int_st;[7];1'h0;RO;;;;
;;;;Not;txend_rts_int_st;[6];1'h0;RO;;;;
;;;;Not;rxend_txack_int_st;[5];1'h0;RO;;;;
;;;;Not;rxend_txcts_int_st;[4];1'h0;RO;;;;
;;;;Not;rxend_data_int_st;[3];1'h0;RO;;;;
;;;;Not;rxsuc_int_st;[2];1'h0;RO;;;;
;;;;Not;imrto_int_st;[1];1'h0;RO;;;;
;;;;Not;rxto_int_st;[0];1'h0;RO;;;;
0x002C;INT1_CLR_MAC;pclk;reset_n;;;[31:10];22'h0;WO;;;;
;;;;Not;txto_int_clr;[9];1'h0;WO;;;;
;;;;Not;txend_data_int_clr;[8];1'h0;WO;;;;
;;;;Not;txend_cts_int_clr;[7];1'h0;WO;;;;
;;;;Not;txend_rts_int_clr;[6];1'h0;WO;;;;
;;;;Not;rxend_txack_int_clr;[5];1'h0;WO;;;;
;;;;Not;rxend_txcts_int_clr;[4];1'h0;WO;;;;
;;;;Not;rxend_data_int_clr;[3];1'h0;WO;;;;
;;;;Not;rxsuc_int_clr;[2];1'h0;WO;;;;
;;;;Not;imrto_int_clr;[1];1'h0;WO;;;;
;;;;Not;rxto_int_clr;[0];1'h0;WO;;;;
0x0030;INT_NMI_MAC;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;Not;rxchest_int_nmi;[29];1'h0;R/W;;;;
;;;;Not;timer1_reach_int_nmi;[28];1'h0;R/W;;;;
;;;;Not;timer0_reach_int_nmi;[27];1'h0;R/W;;;;
;;;;Not;tick_1s_int_nmi;[26];1'h0;R/W;;;;
;;;;Not;rxmachung_int_nmi;[25];1'h0;R/W;;;;
;;;;Not;rxend_sampdu_int_nmi;[24];1'h0;R/W;;;;
;;;;Not;txstart_data_int_nmi;[23];1'h0;R/W;;;;
;;;;Not;txopstart_int_nmi;[22];1'h0;R/W;;;;
;;;;Not;txopcomplete_int_nmi;[21];1'h0;R/W;;;;
;;;;Not;rxerr_to_int_nmi;[20];1'h0;R/W;;;;
;;;;Not;txena_to_int_nmi;[19];1'h0;R/W;;;;
;;;;Not;rxahberr_int_nmi;[18];1'h0;R/W;;;;
;;;;;;[17:15];3'h0;RO;;;;
;;;;Not;rxcomplete_int_nmi;[14];1'h0;R/W;;;;
;;;;Not;txstart_cts_int_nmi;[13];1'h0;R/W;;;;
;;;;Not;txstart_rts_int_nmi;[12];1'h0;R/W;;;;
;;;;Not;panic_watchdog_int_nmi;[11];1'h0;R/W;;;;
;;;;Not;bb_dc_int_nmi;[10];1'h0;R/W;;;;
;;;;Not;rxbufov_int_nmi;[9];1'h0;R/W;;;;
;;;;Not;txcol_int_nmi;[8];1'h0;R/W;;;;
;;;;Not;txcomplete_int_nmi;[7];1'h0;R/W;;;;
;;;;Not;rxhung_int_nmi;[6];1'h0;R/W;;;;
;;;;Not;rxsuc_data_int_nmi;[5];1'h0;R/W;;;;
;;;;Not;rxend_real_int_nmi;[4];1'h0;R/W;;;;
;;;;Not;rxstart_int_nmi;[3];1'h0;R/W;;;;
;;;;Not;rxend_int_nmi;[2];1'h0;R/W;;;;
;;;;Not;txend_int_nmi;[1];1'h0;R/W;;;;
;;;;Not;txstart_int_nmi;[0];1'h0;R/W;;;;
0x0034;INT_ENA_MAC;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;Not;rxchest_int_ena;[29];1'h0;R/W;;;;
;;;;Not;timer1_reach_int_ena;[28];1'h0;R/W;;;;
;;;;Not;timer0_reach_int_ena;[27];1'h0;R/W;;;;
;;;;Not;tick_1s_int_ena;[26];1'h0;R/W;;;;
;;;;Not;rxmachung_int_ena;[25];1'h0;R/W;;;;
;;;;Not;rxend_sampdu_int_ena;[24];1'h0;R/W;;;;
;;;;Not;txstart_data_int_ena;[23];1'h0;R/W;;;;
;;;;Not;txopstart_int_ena;[22];1'h0;R/W;;;;
;;;;Not;txopcomplete_int_ena;[21];1'h0;R/W;;;;
;;;;Not;rxerr_to_int_ena;[20];1'h0;R/W;;;;
;;;;Not;txena_to_int_ena;[19];1'h0;R/W;;;;
;;;;Not;rxahberr_int_ena;[18];1'h0;R/W;;;;
;;;;;;[17:15];3'h0;RO;;;;
;;;;Not;rxcomplete_int_ena;[14];1'h0;R/W;;;;
;;;;Not;txstart_cts_int_ena;[13];1'h0;R/W;;;;
;;;;Not;txstart_rts_int_ena;[12];1'h0;R/W;;;;
;;;;Not;panic_watchdog_int_ena;[11];1'h0;R/W;;;;
;;;;Not;bb_dc_int_ena;[10];1'h0;R/W;;;;
;;;;Not;rxbufov_int_ena;[9];1'h0;R/W;;;;
;;;;Not;txcol_int_ena;[8];1'h0;R/W;;;;
;;;;Not;txcomplete_int_ena;[7];1'h0;R/W;;;;
;;;;Not;rxhung_int_ena;[6];1'h0;R/W;;;;
;;;;Not;rxsuc_data_int_ena;[5];1'h0;R/W;;;;
;;;;Not;rxend_real_int_ena;[4];1'h0;R/W;;;;
;;;;Not;rxstart_int_ena;[3];1'h0;R/W;;;;
;;;;Not;rxend_int_ena;[2];1'h0;R/W;;;;
;;;;Not;txend_int_ena;[1];1'h0;R/W;;;;
;;;;Not;txstart_int_ena;[0];1'h0;R/W;;;;
0x0038;INT_RAW_MAC;pclk;reset_n;;;[31:30];2'h0;RO;;;INT_RAW;
;;;;Not;rxchest_int_raw;[29];1'h0;R/W;rxchest_int/1'b1;rxchest_int_clr/1'b0;;
;;;;Not;timer1_reach_int_raw;[28];1'h0;R/W;timer1_reach_int/1'b1;timer1_reach_int_clr/1'b0;;
;;;;Not;timer0_reach_int_raw;[27];1'h0;R/W;timer0_reach_int/1'b1;timer0_reach_int_clr/1'b0;;
;;;;Not;tick_1s_int_raw;[26];1'h0;R/W;tick_1s_int/1'b1;tick_1s_int_clr/1'b0;;
;;;;Not;rxmachung_int_raw;[25];1'h0;R/W;rxmachung_int/1'b1;rxmachung_int_clr/1'b0;;
;;;;Not;rxend_sampdu_int_raw;[24];1'h0;R/W;rxend_sampdu_int/1'h1;rxend_sampdu_int_clr/1'b0;;
;;;;Not;txstart_data_int_raw;[23];1'h0;R/W;txstart_data_int/1'b1;txstart_data_int_clr/1'b0;;
;;;;Not;txopstart_int_raw;[22];1'h0;R/W;txopstart_int/1'b1;txopstart_int_clr/1'b0;;
;;;;Not;txopcomplete_int_raw;[21];1'h0;R/W;txopcomplete_int/1'b1;txopcomplete_int_clr/1'b0;;
;;;;Not;rxerr_to_int_raw;[20];1'h0;R/W;rxerr_to_int/1'b1;rxerr_to_int_clr/1'b0;;
;;;;Not;txena_to_int_raw;[19];1'h0;R/W;txena_to_int/1'b1;txena_to_int_clr/1'b0;;
;;;;Not;rxahberr_int_raw;[18];1'h0;R/W;rxahberr_int/1'b1;rxahberr_int_clr/1'b0;;
;;;;;;[17:15];3'h0;RO;;;;
;;;;Not;rxcomplete_int_raw;[14];1'h0;R/W;rxcomplete_int/1'b1;rxcomplete_int_clr/1'b0;;
;;;;Not;txstart_cts_int_raw;[13];1'h0;R/W;txstart_cts_int/1'b1;txstart_cts_int_clr/1'b0;;
;;;;Not;txstart_rts_int_raw;[12];1'h0;R/W;txstart_rts_int/1'b1;txstart_rts_int_clr/1'b0;;
;;;;Not;panic_watchdog_int_raw;[11];1'h0;R/W;panic_watchdog_int/1'b1;panic_watchdog_int_clr/1'b0;;
;;;;Not;bb_dc_int_raw;[10];1'h0;R/W;bb_dc_int/1'b1;bb_dc_int_clr/1'b0;;
;;;;Not;rxbufov_int_raw;[9];1'h0;R/W;rxbufov_int/1'b1;rxbufov_int_clr/1'b0;;
;;;;Not;txcol_int_raw;[8];1'h0;R/W;txcol_int/1'b1;txcol_int_clr/1'b0;;
;;;;Not;txcomplete_int_raw;[7];1'h0;R/W;txcomplete_int/1'b1;txcomplete_int_clr/1'b0;;
;;;;Not;rxhung_int_raw;[6];1'h0;R/W;rxhung_int/1'b1;rxhung_int_clr/1'b0;;
;;;;Not;rxsuc_data_int_raw;[5];1'h0;R/W;rxsuc_data_int/1'b1;rxsuc_data_int_clr/1'b0;;
;;;;Not;rxend_real_int_raw;[4];1'h0;R/W;rxend_real_int/1'b1;rxend_real_int_clr/1'b0;;
;;;;Not;rxstart_int_raw;[3];1'h0;R/W;rxstart_int/1'b1;rxstart_int_clr/1'b0;;
;;;;Not;rxend_int_raw;[2];1'h0;R/W;rxend_int/1'b1;rxend_int_clr/1'b0;;
;;;;Not;txend_int_raw;[1];1'h0;R/W;txend_int/1'b1;txend_int_clr/1'b0;;
;;;;Not;txstart_int_raw;[0];1'h0;R/W;txstart_int/1'b1;txstart_int_clr/1'b0;;
0x003C;INT_ST_MAC;pclk;reset_n;;;[31:30];2'h0;RO;;;INT_ST;
;;;;Not;rxchest_int_st;[29];1'h0;RO;;;;
;;;;Not;timer1_reach_int_st;[28];1'h0;RO;;;;
;;;;Not;timer0_reach_int_st;[27];1'h0;RO;;;;
;;;;Not;tick_1s_int_st;[26];1'h0;RO;;;;
;;;;Not;rxmachung_int_st;[25];1'h0;RO;;;;
;;;;Not;rxend_sampdu_int_st;[24];1'h0;RO;;;;
;;;;Not;txstart_data_int_st;[23];1'h0;RO;;;;
;;;;Not;txopstart_int_st;[22];1'h0;RO;;;;
;;;;Not;txopcomplete_int_st;[21];1'h0;RO;;;;
;;;;Not;rxerr_to_int_st;[20];1'h0;RO;;;;
;;;;Not;txena_to_int_st;[19];1'h0;RO;;;;
;;;;Not;rxahberr_int_st;[18];1'h0;RO;;;l;
;;;;;;[17:15];3'h0;RO;;;;
;;;;Not;rxcomplete_int_st;[14];1'h0;RO;;;;
;;;;Not;txstart_cts_int_st;[13];1'h0;RO;;;;
;;;;Not;txstart_rts_int_st;[12];1'h0;RO;;;;
;;;;Not;panic_watchdog_int_st;[11];1'h0;RO;;;;
;;;;Not;bb_dc_int_st;[10];1'h0;RO;;;;
;;;;Not;rxbufov_int_st;[9];1'h0;RO;;;;
;;;;Not;txcol_int_st;[8];1'h0;RO;;;;
;;;;Not;txcomplete_int_st;[7];1'h0;RO;;;;
;;;;Not;rxhung_int_st;[6];1'h0;RO;;;;
;;;;Not;rxsuc_data_int_st;[5];1'h0;RO;;;;
;;;;Not;rxend_real_int_st;[4];1'h0;RO;;;;
;;;;Not;rxstart_int_st;[3];1'h0;RO;;;;
;;;;Not;rxend_int_st;[2];1'h0;RO;;;;
;;;;Not;txend_int_st;[1];1'h0;RO;;;;
;;;;Not;txstart_int_st;[0];1'h0;RO;;;;
0x0040;INT_CLR_MAC;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;Not;rxchest_int_clr;[29];1'h0;WO;;;;
;;;;Not;timer1_reach_int_clr;[28];1'h0;WO;;;;
;;;;Not;timer0_reach_int_clr;[27];1'h0;WO;;;;
;;;;Not;tick_1s_int_clr;[26];1'h0;WO;;;;
;;;;Not;rxmachung_int_clr;[25];1'h0;WO;;;;
;;;;Not;rxend_sampdu_int_clr;[24];1'h0;WO;;;;
;;;;Not;txstart_data_int_clr;[23];1'h0;WO;;;;
;;;;Not;txopstart_int_clr;[22];1'h0;WO;;;;
;;;;Not;txopcomplete_int_clr;[21];1'h0;WO;;;;
;;;;Not;rxerr_to_int_clr;[20];1'h0;WO;;;;
;;;;Not;txena_to_int_clr;[19];1'h0;WO;;;;
;;;;Not;rxahberr_int_clr;[18];1'h0;WO;;;;
;;;;;;[17:15];3'h0;RO;;;;
;;;;Not;rxcomplete_int_clr;[14];1'h0;WO;;;;
;;;;Not;txstart_cts_int_clr;[13];1'h0;WO;;;;
;;;;Not;txstart_rts_int_clr;[12];1'h0;WO;;;;
;;;;Not;panic_watchdog_int_clr;[11];1'h0;WO;;;;
;;;;Not;bb_dc_int_clr;[10];1'h0;WO;;;;
;;;;Not;rxbufov_int_clr;[9];1'h0;WO;;;;
;;;;Not;txcol_int_clr;[8];1'h0;WO;;;;
;;;;Not;txcomplete_int_clr;[7];1'h0;WO;;;;
;;;;Not;rxhung_int_clr;[6];1'h0;WO;;;;
;;;;Not;rxsuc_data_int_clr;[5];1'h0;WO;;;;
;;;;Not;rxend_real_int_clr;[4];1'h0;WO;;;;
;;;;Not;rxstart_int_clr;[3];1'h0;WO;;;;
;;;;Not;rxend_int_clr;[2];1'h0;WO;;;;
;;;;Not;txend_int_clr;[1];1'h0;WO;;;;
;;;;Not;txstart_int_clr;[0];1'h0;WO;;;;
0x0044;MACSLOT;pclk;reset_n;;reg_macslot;[31:24];8'h9;R/W;;;;defult/11g:9    11b:20
;;;;;reg_sifs;[23:16];8'hE;R/W;;;;defult/11g:14   11b:10                  16uS SIFS - 2uS txstartdelay
;;;;;reg_rxstartcck_delay;[15:8];8'h20;R/W;;;;
;;;;;reg_rxstartofdm_delay;[7:0];8'h20;R/W;;;;
0x0048;MACDELAY1;pclk;reset_n;;;[31:8];24'h0;RO;;;;
;;;;;reg_mbusy_delay;[7:0];8'h0;R/W;;;;
0x004C;MACDELAY;pclk;reset_n;;reg_txcck_delay;[31:24];8'h0;R/W;;;;
;;;;;reg_txofdm_delay;[23:16];8'h0;R/W;;;;
;;;;;reg_rxcck_delay;[15:8];8'h0;R/W;;;;default/11g:10   11b:4
;;;;;reg_rxofdm_delay;[7:0];8'h0;R/W;;;;
0x0050;MACBB_INIT_VALUE;pclk;reset_n;;reg_bb_cca_ind;[31:30];2'h0;R/W;;;;
;;;;;reg_bb_cca_ind_ht40_sec;[29:28];2'h0;R/W;;;;
;;;;;reg_bb_rx_is_bw40;[27:26];2'h0;R/W;;;;
;;;;;reg_bb_rxframe;[25:24];2'h0;R/W;;;;
;;;;;reg_bb_rxdata_valid;[23:22];2'h0;R/W;;;;
;;;;;reg_bb_cca_ind_ht80_sec;[21:20];2'h0;R/W;;;;
;;;;;reg_bb_txerror;[19:18];2'h0;R/W;;;;
;;;;;reg_bb_txframe_ack;[17:16];2'h0;R/W;;;;
;;;;;reg_bb_txdata_ack;[15:14];2'h0;R/W;;;;
;;;;;;[13:0];14'h0;RO;;;;
0x0054;MACHUNGRECOVER;pclk;reset_n;;reg_mac_rxhung_recover;[31];1'h0;R/W;;;;
;;;;;reg_mac_rxhung_timer;[30:16];15'hFFF;R/W;;;;ns
;;;;;reg_mac_txhung_recover;[15];1'h0;R/W;;;;
;;;;;reg_mac_txhung_timer;[14:0];15'hFFF;R/W;;;;ns
0x0058;MACHUNGSTATE;pclk;reset_n;;rxhung_statis_cnt;[31:24];8'h0;RO;;;;
;;;;;txhung_statis_cnt;[23:16];8'h0;RO;;;;
;;;;;;[15:1];15'h0;RO;;;;
;;;;;reg_hungst_clr;[0];1'h0;WO;;;;
0x005C;MACAHBMTEST;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;reg_tx_ahbm_testaddr;[15:14];2'h0;R/W;;;;
;;;;;reg_tx_ahbm_testmode;[13:12];2'h0;R/W;;;;
;;;;;reg_rxgetdscr_ahbm_testaddr;[11:10];2'h0;R/W;;;;
;;;;;reg_rxgetdscr_ahbm_testmode;[9:8];2'h0;R/W;;;;
;;;;;reg_rxdscr_ahbm_testaddr;[7:6];2'h0;R/W;;;;
;;;;;reg_rxdscr_ahbm_testmode;[5:4];2'h0;R/W;;;;
;;;;;reg_rx_ahbm_testaddr;[3:2];2'h0;R/W;;;;
;;;;;reg_rx_ahbm_testmode;[1:0];2'h0;R/W;;;;
0x0060;MACTXPMD;pclk;reset_n;;txcomplete_state;[31:28];4'h0;RO;;;;
;;;;;txcomplete_st_match;[27:24];4'h0;RO;;;;
;;;;;txcomplete_errcode;[23:16];8'h0;RO;;;;
;;;;;txstart_qsel;[15:12];4'h0;RO;;;;
;;;;;txcomplete_qsel;[11:8];4'h0;RO;;;;
;;;;;txend_state;[7:0];8'h0;RO;;;;
0x0064;MACOPTIONS;pclk;reset_n;;reg_auto_filltsf_ena;[31];1'h1;R/W;;;;
;;;;;reg_txcompint_option;[30];1'h0;R/W;;;;0:no autotxackcts_int 1: include autotxatsack_int
;;;;;reg_batab_ena;[29];1'h1;R/W;;;;BA_ratetab_ENA
;;;;;reg_waitingack_nocase_buffer;[28];1'h0;R/W;;;;when waiting ack,don't case buffer err (buffer_overflow, buffer_invalid, fifo_overflow)
;;;;;;[27];1'h0;RO;;;;
;;;;;reg_btprio11_force_rxerr;[26];1'h0;R/W;;;;
;;;;;reg_rxcw40frht;[25];1'h0;R/W;;;;
;;;;;reg_tmstp_tsfup_filter;[24];1'h1;R/W;;;;
;;;;;reg_rxlastdscr_fix;[23];1'h0;R/W;;;;
;;;;;reg_txbbstop_delay;[22:19];4'h9;R/W;;;;
;;;;;reg_rxstart_bea_use_bb;[18];1'h0;R/W;;;;
;;;;;reg_duration_bwmode;[17:16];2'h0;R/W;;;;0: normal mode 1: 10M mode 2: 5M mode
;;;;;reg_txrxtime_use_bb;[15];1'h0;R/W;;;;
;;;;;reg_rxapdumpmode_ena;[14];1'h0;R/W;;;;
;;;;;reg_rxsamebm_err_ena;[13];1'h0;R/W;;;;no err code c6
;;;;;reg_txht80_multilen;[12];1'h0;R/W;;;;
;;;;;reg_txop_int_used;[11];1'h1;R/W;;;;
;;;;;reg_lock_autotx;[10];1'h1;R/W;;;;
;;;;;;[9];1'h0;RO;;;;
;;;;;reg_txht40_multilen;[8];1'h0;R/W;;;;
;;;;;reg_txwaitack_till_timout;[7];1'h0;R/W;;;;
;;;;;reg_cca_equ_rxfram;[6];1'h0;R/W;;;;
;;;;;reg_txcol_version;[5];1'h1;R/W;;;;
;;;;;reg_txampdu_disable_en;[4];1'h0;R/W;;;;
;;;;;;[3];1'h0;RO;;;;
;;;;;reg_txauto_len_calc;[2];1'h1;R/W;;;;
;;;;;reg_tx11n_len_check;[1];1'h0;R/W;;;;
;;;; Not;reg_schclk_en;[0];1'h0;R/W;;;;if mactxmcs_sel = 0 SGI = txSGI
0x0068;MACSECOND_CCACONF;pclk;reset_n;;reg_autorxtxcts_care_curseccca;[31];1'h0;R/W;;;;
;;;;;reg_autorxtxcts_care_curseccca40;[30];1'h0;R/W;;;;
;;;;;reg_autotxdata_care_rxcts;[29];1'h0;R/W;;;;
;;;;;reg_autotxdata_care_rxcts40;[28];1'h0;R/W;;;;
;;;;;reg_autotxdata_care_curseccca;[27];1'h0;R/W;;;;
;;;;;reg_autotxdata_care_curseccca40;[26];1'h0;R/W;;;;
;;;;;;[25:16];10'h0;RO;;;;
;;;;;reg_sec_40m_cca_count;[15:8];8'h20;R/W;;;;
;;;;;reg_sec_20m_cca_count;[7:0];8'h20;R/W;;;;slot
0x006C;MACRXTXOPTION;pclk;reset_n;;;[31:4];28'h0;RO;;;;
;;;;;reg_autotxcts_imr;[3];1'h1;R/W;;;;
;;;;;reg_txack_pmg;[2];1'h0;R/W;;;;
;;;;;reg_txba_pmg;[1];1'h0;R/W;;;;
;;;;;reg_txmcs_sel;[0];1'h0;R/W;;;;
0x0070;MACAUTOTXRX_ENA;pclk;reset_n;;;[31:2];30'h0;RO;;;;
;;;;;reg_autotx_ena;[1];1'h0;R/W;;;;
;;;;;reg_autorxtx_ena;[0];1'h0;R/W;;;;
0x0074;MACTXRX_TAB0;pclk;reset_n;;reg_txrx_assreq;[31:28];4'h1;R/W;;;;None:  0
;;;;;reg_txrx_assres;[27:24];4'h1;R/W;;;;Ack:    1
;;;;;reg_txrx_reareq;[23:20];4'h1;R/W;;;;CTS :   2
;;;;;reg_txrx_reares;[19:16];4'h1;R/W;;;;Wating DATA : 3
;;;;;reg_txrx_proreq;[15:12];4'h1;R/W;;;;pending data :4
;;;;;reg_txrx_prores;[11:8];4'h1;R/W;;;;Qos_ack : 5 ack if not ampdu && acl-policy=0,  ack if ampdu && policy=11, ba if ampdu && policy=00
;;;;;reg_txrx_000110;[7:4];4'h0;R/W;;;;BAR_ACK:6 ba if imr, ack if delay
;;;;;reg_txrx_000111;[3:0];4'h0;R/W;;;;BA_ACK:7 ACK/NONE
0x0078;MACTXRX_TAB1;pclk;reset_n;;reg_txrx_beacon;[31:28];4'h0;R/W;;;;TxopWait  DATA: 8
;;;;;reg_txrx_atim;[27:24];4'h0;R/W;;;;Reserved
;;;;;reg_txrx_disass;[23:20];4'h1;R/W;;;;
;;;;;reg_txrx_authen;[19:16];4'h1;R/W;;;;
;;;;;reg_txrx_deauth;[15:12];4'h1;R/W;;;;
;;;;;reg_txrx_action;[11:8];4'h1;R/W;;;;
;;;;;reg_txrx_actnoack;[7:4];4'h0;R/W;;;;
;;;;;reg_txrx_001111;[3:0];4'h0;R/W;;;;Reserved
0x007C;MACTXRX_TAB2;pclk;reset_n;;reg_txrx_010000;[31:28];4'h0;R/W;;;;Reserved
;;;;;reg_txrx_010001;[27:24];4'h0;R/W;;;;Reserved
;;;;;reg_txrx_010010;[23:20];4'h0;R/W;;;;Reserved
;;;;;reg_txrx_010011;[19:16];4'h0;R/W;;;;Reserved
;;;;;reg_txrx_010100;[15:12];4'h0;R/W;;;;Reserved
;;;;;reg_txrx_010101;[11:8];4'h0;R/W;;;;Reserved
;;;;;reg_txrx_010110;[7:4];4'h0;R/W;;;;Reserved
;;;;;reg_txrx_conwar;[3:0];4'h0;R/W;;;;
0x0080;MACTXRX_TAB3;pclk;reset_n;;reg_txrx_bareq;[31:28];4'h6;R/W;;;;
;;;;;reg_txrx_ba;[27:24];4'h0;R/W;;;;not support
;;;;;reg_txrx_pspoll;[23:20];4'h1;R/W;;;;
;;;;;reg_txrx_rts;[19:16];4'h2;R/W;;;;
;;;;;reg_txrx_cts;[15:12];4'h4;R/W;;;;
;;;;;reg_txrx_ack;[11:8];4'h0;R/W;;;;
;;;;;reg_txrx_cfend;[7:4];4'h0;R/W;;;;not support
;;;;;reg_txrx_cfendcfack;[3:0];4'h0;R/W;;;;not support
0x0084;MACTXRX_TAB4;pclk;reset_n;;reg_txrx_data;[31:28];4'h1;R/W;;;;
;;;;;reg_txrx_datacfack;[27:24];4'h0;R/W;;;;not support
;;;;;reg_txrx_datacfpoll;[23:20];4'h0;R/W;;;;not support
;;;;;reg_txrx_datacfackcfpoll;[19:16];4'h0;R/W;;;;not support
;;;;;reg_txrx_null;[15:12];4'h1;R/W;;;;not support
;;;;;reg_txrx_cfack;[11:8];4'h0;R/W;;;;not support
;;;;;reg_txrx_cfpoll;[7:4];4'h0;R/W;;;;not support
;;;;;reg_txrx_cfackcfpoll;[3:0];4'h0;R/W;;;;not support
0x0088;MACTXRX_TAB5;pclk;reset_n;;reg_txrx_qosdata;[31:28];4'h5;R/W;;;;
;;;;;reg_txrx_qosdatacfack;[27:24];4'h5;R/W;;;;ack if ack-policy=0
;;;;;reg_txrx_qosdatacfpoll;[23:20];4'h5;R/W;;;;ack if ack-policy=0
;;;;;reg_txrx_qosdatacfackcfpoll;[19:16];4'h5;R/W;;;;ack if ack-policy=0
;;;;;reg_txrx_qosnull;[15:12];4'h5;R/W;;;;ack if ack-policy=0
;;;;;reg_txrx_101101;[11:8];4'h0;R/W;;;;
;;;;;reg_txrx_qoscpoll;[7:4];4'h5;R/W;;;;ack if ack-policy=0
