Address ; RegName ; Clk ; Rst ; Port ; Public ; Signal ; BitPos ; Default ; SW(R/W) ; HW(W) ; MCU(W) ; MISC ; Description
;;;;;;flash_ace3_size;[15:0]    ;16'h1000;R/W;ext_mem_pms_lock/lock;;;
0x044;SRAM_ACE0_ATTR; clk ;po_reset_n;;;;[31:3];29'h0;RO;;;;
;;;;;;sram_ace0_attr;[2:0]     ;3'h7;R/W;ext_mem_pms_lock/lock;;;
0x048;SRAM_ACE1_ATTR; clk ;po_reset_n;;;;[31:3];29'h0;RO;;;;
;;;;;;sram_ace1_attr;[2:0]     ;3'h7;R/W;ext_mem_pms_lock/lock;;;
0x04C;SRAM_ACE2_ATTR; clk ;po_reset_n;;;;[31:3];29'h0;RO;;;;
;;;;;;sram_ace2_attr;[2:0]     ;3'h7;R/W;ext_mem_pms_lock/lock;;;
0x050;SRAM_ACE3_ATTR; clk ;po_reset_n;;;;[31:3];29'h0;RO;;;;
;;;;;;sram_ace3_attr;[2:0]     ;3'h7;R/W;ext_mem_pms_lock/lock;;;
0x054;SRAM_ACE0_ADDR; clk ;po_reset_n;;;sram_ace0_addr_s;[31:0];32'h0;R/W;ext_mem_pms_lock/lock;;;
0x058;SRAM_ACE1_ADDR; clk ;po_reset_n;;;sram_ace1_addr_s;[31:0];32'h10000000;R/W;ext_mem_pms_lock/lock;;;
0x05C;SRAM_ACE2_ADDR; clk ;po_reset_n;;;sram_ace2_addr_s;[31:0];32'h20000000;R/W;ext_mem_pms_lock/lock;;;
0x060;SRAM_ACE3_ADDR; clk ;po_reset_n;;;sram_ace3_addr_s;[31:0];32'h30000000;R/W;ext_mem_pms_lock/lock;;;
0x064;SRAM_ACE0_SIZE; clk ;po_reset_n;;;;[31:16];16'h0;RO;;;;
;;;;;;sram_ace0_size;[15:0]    ;16'h1000;R/W;ext_mem_pms_lock/lock;;;
0x068;SRAM_ACE1_SIZE; clk ;po_reset_n;;;;[31:16];16'h0;RO;;;;
;;;;;;sram_ace1_size;[15:0]    ;16'h1000;R/W;ext_mem_pms_lock/lock;;;
0x06C;SRAM_ACE2_SIZE; clk ;po_reset_n;;;;[31:16];16'h0;RO;;;;
;;;;;;sram_ace2_size;[15:0]    ;16'h1000;R/W;ext_mem_pms_lock/lock;;;
0x070;SRAM_ACE3_SIZE; clk ;po_reset_n;;;;[31:16];16'h0;RO;;;;
;;;;;;sram_ace3_size;[15:0]    ;16'h1000;R/W;ext_mem_pms_lock/lock;;;
0x074;SPI_MEM_PMS_CTRL; clk ; reset_n ;;;;[31:7];25'h0;RO;;;;
;;;;;;spi_mem_reject_cde;[6:2];5'h0;RO;;;;
;;;;;;spi_mem_reject_clr;[1];1'b0;WOD;;;;
;;;;;;spi_mem_reject_int;[0];1'b0;RO;;;;
0x078;SPI_MEM_REJECT_ADDR; clk ; reset_n ;;;spi_mem_reject_addr;[31:0];32'h0;RO;;;;
0x07C;APB_CTRL_SDIO_CTRL; clk ; reset_n ;;;;[31:1];31'h0;RO;;;;
;;;;;;reg_sdio_win_access_en;[0];1'h0;R/W ;;;;
0x080;REDCY_SIG0_REG; clk ; reset_n ;;;redcy_andor;[31];1'h0;RO;;;;
;;;;;;redcy_sig0;[30:0];31'h0;R/W ;;;;
0x084;REDCY_SIG1_REG; clk ; reset_n ;;;redcy_nandor;[31];1'h0;RO;;;;
;;;;;;redcy_sig1;[30:0];31'h0;R/W ;;;;
0x088;WIFI_BB_CFG;clk;reset_n;;;reg_wifi_bb_cfg;[31:0];32'h0;R/W;;;;
0x08C;WIFI_BB_CFG_2;clk;reset_n;;;reg_wifi_bb_cfg_2;[31:0];32'h0;R/W;;;;
0x090;WIFI_CLK_EN;clk;reset_n;;;reg_wifi_clk_en;[31:0];32'hfffce030;R/W;;;;
0x094;WIFI_RST_EN;clk;reset_n;;;reg_wifi_rst;[31:0];32'h0;R/W;;;;
0x098;FRONT_END_MEM_PD;clk;reset_n;;;;[31:6];26'b0;RO;;;;
;;;;;;reg_dc_mem_force_pd;[5];1'b0;R/W;;;;
;;;;;;reg_dc_mem_force_pu;[4];1'b1;R/W;;;;
;;;;;;reg_pbus_mem_force_pd;[3];1'b0;R/W;;;;
;;;;;;reg_pbus_mem_force_pu;[2];1'b1;R/W;;;;
;;;;;;reg_agc_mem_force_pd;[1];1'b0;R/W;;;;
;;;;;;reg_agc_mem_force_pu;[0];1'b1;R/W;;;;
0x3FC;APB_CTRL_DATE; clk ; reset_n ; Not ;;apb_ctrl_date ;[31:0] ;32'h1906210;R/W ;;;;
