Address;RegName;Clk;Rst;Port;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
;;;;;reg_tximr2_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_tximr2_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_tximr2_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_tximr2_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_tximr2_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_tximr2_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_tximr2_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrximr2_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrximr2_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrximr2_ant_force_last;[0];1'h0;R/W;;;;
0x0020;MACTXIMR2_DUR;pclk;reset_n;;reg_tximr2_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_tximr2_ht40dur;[15:0];16'h0;R/W;;;;
0x0024;MACTXIMR2_DUR2;pclk;reset_n;;reg_tximr2_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_tximr2_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_tximr2_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_tximr2_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_tximr2_ht80dur;[15:0];16'h0;R/W;;;;
0x0028;MACTXIMR2PMD;pclk;reset_n;;tximr2complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;tximr2_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;tximr2_rssi;[23:16];8'h0;RO;;;;
;;;;;tximr2complete_state;[15:12];4'h0;RO;;;;
;;;;;tximr2complete_st_match;[11:8];4'h0;RO;;;;
;;;;;tximr2complete_errcode;[7:0];8'h0;RO;;;;
0x002C;MACTXIMR2BA_BMHI;pclk;reset_n;;tximr2ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0030;MACTXIMR2BA_BMLO;pclk;reset_n;;tximr2ba_bmlo;[31:0];32'h0;RO;;;;
0x0034;MACTXIMR2BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;tximr2ba_tahi;[15:0];16'h0;RO;;;;
0x0038;MACTXIMR2BA_TALO;pclk;reset_n;;tximr2ba_talo;[31:0];32'h0;RO;;;;
0x003C;MACTXIMR2BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;tximr2ba_tid;[15:12];4'h0;RO;;;;
;;;;;tximr2ba_ssn;[11:0];12'h0;RO;;;;
0x0040;MACTXIMR2_TXSTART_US;pclk;reset_n;;tximr2_txstart_us;[31:0];32'h0;RO;;;;
0x0044;MACTXIMR2_TXSTART_CYC;pclk;reset_n;;tximr2_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;tximr2_txstart_cycle;[6:0];7'h0;RO;;;;
0x0048;MACTXIMR2_TXRXACK_CYC;pclk;reset_n;;tximr2_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;tximr2_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;tximr2_txrxack_cycle;[6:0];7'h0;RO;;;;
0x004C;MACTXIMR1_PLCP1;pclk;reset_n;;reg_tximr1_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_tximr1_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_tximr1_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_tximr1_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_tximr1_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_tximr1_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_tximr1_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_tximr1_length;[11:0];12'h0;R/W;;;;
0x0050;MACTXIMR1_PTI;pclk;reset_n;;reg_tximr1_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_tximr1_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_tximr1_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_tximr1_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_tximr1_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_tximr1_bssid;[1:0];2'h0;R/W;;;;
0x0054;MACTXIMR1_HTSIG;pclk;reset_n;;reg_tximr1_htsig;[31:0];32'h0;R/W;;;;
0x0058;MACTXIMR1_VHTSIG1;pclk;reset_n;;reg_tximr1_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x005C;MACTXIMR1_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_tximr1_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_tximr1_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x0060;MACTXIMR1_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_tximr1_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_tximr1_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_tximr1_ht80len;[20:0];21'h0;R/W;;;;
0x0064;MACTXIMR1_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_tximr1_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_tximr1_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_tximr1_ht40len;[18:0];19'h0;R/W;;;;
0x0068;MACTXIMR1_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_tximr1_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_tximr1_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_tximr1_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_tximr1_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_tximr1_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_tximr1_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_tximr1_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrximr1_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrximr1_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrximr1_ant_force_last;[0];1'h0;R/W;;;;
0x006C;MACTXIMR1_DUR;pclk;reset_n;;reg_tximr1_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_tximr1_ht40dur;[15:0];16'h0;R/W;;;;
0x0070;MACTXIMR1_DUR2;pclk;reset_n;;reg_tximr1_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_tximr1_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_tximr1_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_tximr1_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_tximr1_ht80dur;[15:0];16'h0;R/W;;;;
0x0074;MACTXIMR1PMD;pclk;reset_n;;tximr1complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;tximr1_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;tximr1_rssi;[23:16];8'h0;RO;;;;
;;;;;tximr1complete_state;[15:12];4'h0;RO;;;;
;;;;;tximr1complete_st_match;[11:8];4'h0;RO;;;;
;;;;;tximr1complete_errcode;[7:0];8'h0;RO;;;;
0x0078;MACTXIMR1BA_BMHI;pclk;reset_n;;tximr1ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x007C;MACTXIMR1BA_BMLO;pclk;reset_n;;tximr1ba_bmlo;[31:0];32'h0;RO;;;;
0x0080;MACTXIMR1BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;tximr1ba_tahi;[15:0];16'h0;RO;;;;
0x0084;MACTXIMR1BA_TALO;pclk;reset_n;;tximr1ba_talo;[31:0];32'h0;RO;;;;
0x0088;MACTXIMR1BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;tximr1ba_tid;[15:12];4'h0;RO;;;;
;;;;;tximr1ba_ssn;[11:0];12'h0;RO;;;;
0x008C;MACTXIMR1_TXSTART_US;pclk;reset_n;;tximr1_txstart_us;[31:0];32'h0;RO;;;;
0x0090;MACTXIMR1_TXSTART_CYC;pclk;reset_n;;tximr1_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;tximr1_txstart_cycle;[6:0];7'h0;RO;;;;
0x0094;MACTXIMR1_TXRXACK_CYC;pclk;reset_n;;tximr1_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;tximr1_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;tximr1_txrxack_cycle;[6:0];7'h0;RO;;;;
0x0098;MACTXIMR0_PLCP1;pclk;reset_n;;reg_tximr0_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_tximr0_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_tximr0_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_tximr0_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_tximr0_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_tximr0_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_tximr0_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_tximr0_length;[11:0];12'h0;R/W;;;;
0x009C;MACTXIMR0_PTI;pclk;reset_n;;reg_tximr0_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_tximr0_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_tximr0_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_tximr0_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_tximr0_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_tximr0_bssid;[1:0];2'h0;R/W;;;;
0x00A0;MACTXIMR0_HTSIG;pclk;reset_n;;reg_tximr0_htsig;[31:0];32'h0;R/W;;;;
0x00A4;MACTXIMR0_VHTSIG1;pclk;reset_n;;reg_tximr0_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x00A8;MACTXIMR0_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_tximr0_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_tximr0_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x00AC;MACTXIMR0_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_tximr0_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_tximr0_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_tximr0_ht80len;[20:0];21'h0;R/W;;;;
0x00B0;MACTXIMR0_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_tximr0_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_tximr0_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_tximr0_ht40len;[18:0];19'h0;R/W;;;;
0x00B4;MACTXIMR0_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_tximr0_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_tximr0_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_tximr0_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_tximr0_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_tximr0_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_tximr0_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_tximr0_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrximr0_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrximr0_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrximr0_ant_force_last;[0];1'h0;R/W;;;;
0x00B8;MACTXIMR0_DUR;pclk;reset_n;;reg_tximr0_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_tximr0_ht40dur;[15:0];16'h0;R/W;;;;
0x00BC;MACTXIMR0_DUR2;pclk;reset_n;;reg_tximr0_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_tximr0_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_tximr0_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_tximr0_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_tximr0_ht80dur;[15:0];16'h0;R/W;;;;
0x00C0;MACTXIMR0PMD;pclk;reset_n;;tximr0complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;tximr0_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;tximr0_rssi;[23:16];8'h0;RO;;;;
;;;;;tximr0complete_state;[15:12];4'h0;RO;;;;
;;;;;tximr0complete_st_match;[11:8];4'h0;RO;;;;
;;;;;tximr0complete_errcode;[7:0];8'h0;RO;;;;
0x00C4;MACTXIMR0BA_BMHI;pclk;reset_n;;tximr0ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x00C8;MACTXIMR0BA_BMLO;pclk;reset_n;;tximr0ba_bmlo;[31:0];32'h0;RO;;;;
0x00CC;MACTXIMR0BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;tximr0ba_tahi;[15:0];16'h0;RO;;;;
0x00D0;MACTXIMR0BA_TALO;pclk;reset_n;;tximr0ba_talo;[31:0];32'h0;RO;;;;
0x00D4;MACTXIMR0BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;tximr0ba_tid;[15:12];4'h0;RO;;;;
;;;;;tximr0ba_ssn;[11:0];12'h0;RO;;;;
0x00D8;MACTXIMR0_TXSTART_US;pclk;reset_n;;tximr0_txstart_us;[31:0];32'h0;RO;;;;
0x00DC;MACTXIMR0_TXSTART_CYC;pclk;reset_n;;tximr0_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;tximr0_txstart_cycle;[6:0];7'h0;RO;;;;
0x00E0;MACTXIMR0_TXRXACK_CYC;pclk;reset_n;;tximr0_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;tximr0_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;tximr0_txrxack_cycle;[6:0];7'h0;RO;;;;
0x00E4;MACTXQ7_PLCP1;pclk;reset_n;;reg_txq7_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_txq7_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_txq7_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_txq7_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_txq7_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq7_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq7_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq7_length;[11:0];12'h0;R/W;;;;
0x00E8;MACTXQ7_PTI;pclk;reset_n;;reg_txq7_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_txq7_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_txq7_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_txq7_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_txq7_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_txq7_bssid;[1:0];2'h0;R/W;;;;
0x00EC;MACTXQ7_HTSIG;pclk;reset_n;;reg_txq7_htsig;[31:0];32'h0;R/W;;;;
0x00F0;MACTXQ7_VHTSIG1;pclk;reset_n;;reg_txq7_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x00F4;MACTXQ7_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_txq7_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_txq7_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x00F8;MACTXQ7_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq7_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq7_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_txq7_ht80len;[20:0];21'h0;R/W;;;;
0x00FC;MACTXQ7_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq7_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq7_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_txq7_ht40len;[18:0];19'h0;R/W;;;;
0x0100;MACTXQ7_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_txq7_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq7_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq7_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_txq7_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_txq7_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq7_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq7_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq7_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq7_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq7_ant_force_last;[0];1'h0;R/W;;;;
0x0104;MACTXQ7_DUR;pclk;reset_n;;reg_txq7_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq7_ht40dur;[15:0];16'h0;R/W;;;;
0x0108;MACTXQ7_DUR2;pclk;reset_n;;reg_txq7_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_txq7_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_txq7_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_txq7_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_txq7_ht80dur;[15:0];16'h0;R/W;;;;
0x010C;MACTXQ7PMD;pclk;reset_n;;txq7complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;txq7_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;txq7_rssi;[23:16];8'h0;RO;;;;
;;;;;txq7complete_state;[15:12];4'h0;RO;;;;
;;;;;txq7complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq7complete_errcode;[7:0];8'h0;RO;;;;
0x0110;MACTXQ7BA_BMHI;pclk;reset_n;;txq7ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0114;MACTXQ7BA_BMLO;pclk;reset_n;;txq7ba_bmlo;[31:0];32'h0;RO;;;;
0x0118;MACTXQ7BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq7ba_tahi;[15:0];16'h0;RO;;;;
0x011C;MACTXQ7BA_TALO;pclk;reset_n;;txq7ba_talo;[31:0];32'h0;RO;;;;
0x0120;MACTXQ7BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq7ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq7ba_ssn;[11:0];12'h0;RO;;;;
0x0124;MACTXQ7_TXSTART_US;pclk;reset_n;;txq7_txstart_us;[31:0];32'h0;RO;;;;
0x0128;MACTXQ7_TXSTART_CYC;pclk;reset_n;;txq7_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;txq7_txstart_cycle;[6:0];7'h0;RO;;;;
0x012C;MACTXQ7_TXRXACK_CYC;pclk;reset_n;;txq7_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;txq7_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;txq7_txrxack_cycle;[6:0];7'h0;RO;;;;
0x0130;MACTXQ6_PLCP1;pclk;reset_n;;reg_txq6_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_txq6_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_txq6_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_txq6_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_txq6_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq6_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq6_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq6_length;[11:0];12'h0;R/W;;;;
0x0134;MACTXQ6_PTI;pclk;reset_n;;reg_txq6_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_txq6_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_txq6_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_txq6_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_txq6_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_txq6_bssid;[1:0];2'h0;R/W;;;;
0x0138;MACTXQ6_HTSIG;pclk;reset_n;;reg_txq6_htsig;[31:0];32'h0;R/W;;;;
0x013C;MACTXQ6_VHTSIG1;pclk;reset_n;;reg_txq6_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x0140;MACTXQ6_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_txq6_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_txq6_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x0144;MACTXQ6_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq6_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq6_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_txq6_ht80len;[20:0];21'h0;R/W;;;;
0x0148;MACTXQ6_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq6_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq6_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_txq6_ht40len;[18:0];19'h0;R/W;;;;
0x014C;MACTXQ6_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_txq6_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq6_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq6_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_txq6_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_txq6_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq6_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq6_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq6_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq6_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq6_ant_force_last;[0];1'h0;R/W;;;;
0x0150;MACTXQ6_DUR;pclk;reset_n;;reg_txq6_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq6_ht40dur;[15:0];16'h0;R/W;;;;
0x0154;MACTXQ6_DUR2;pclk;reset_n;;reg_txq6_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_txq6_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_txq6_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_txq6_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_txq6_ht80dur;[15:0];16'h0;R/W;;;;
0x0158;MACTXQ6PMD;pclk;reset_n;;txq6complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
