 Address ; RegName ; Clk ; Rst ; Port ; Public ; Signal ; BitPos ; Default ; SW(R/W) ; HW(W) ; MCU(W) ; MISC ; Description 
 0x0074 ; BRX_LR_CONF1 ; pclk ; reset_n ;;;reg_lr_above_conf1; [31:0] ; 32'h043303 ; R/W ;;;;
 0x0078 ; BRX_LR_DET2 ; pclk ; reset_n ;;;; [31:23] ; 9'h0 ; RO ;;;;
;;;;;; reg_bcorr_shift2;[22:20];3'h7;R/W;;;;
;;;;;; reg_lr_scorr_us2;[19:16];4'h4;R/W;;;;
;;;;;; ;[15];1'b0;RO;;;;
;;;;;; reg_lr_above_win2;[14:12];3'h2;R/W;;;;
;;;;;; reg_lr_above_cnt_enable2;[11];1'b1;R/W;;;;
;;;;;; reg_lr_above_cnt2;[10:8];3'h5;R/W;;;;
;;;;;; reg_lr_above_us_enable2;[7];1'b1;R/W;;;;
;;;;;; reg_lr_above_us2;[6:4];3'h4;R/W;;;;
;;;;;; ;[3];1'd0;RO;;;;
;;;;;; reg_lr_max_cnt_thr2;[2:0];3'h2;R/W;;;;
 0x007C ; BRX_LR_SYNC2 ; pclk ; reset_n ;;;; [31:30] ; 2'h0 ; RO ;;;;
;;;;;; reg_lr_state_end_us2;[29:24];6'd38;R/W;;;;
;;;;;; ;[23:22];2'd0;RO;;;;
;;;;;; reg_lr_state_start_us2;[21:16];6'd12;R/W;;;;
;;;;;; reg_lr_state_thr2;[15:12];4'h8;R/W;;;;
;;;;;; reg_lr_peak_enable2;[11];1'b0;R/W;;;;
;;;;;; ;[10];1'b0;R/W;;;;
;;;;;; reg_lr_bcorr_above_cnt_thr2;[9:4];6'h5;R/W;;;;
;;;;;; reg_lr_bcorr_above_thr2;[3:0];4'hA;R/W;;;;
 0x0080 ; BRX_LR_WD0 ; pclk ; reset_n ;;;reg_lr_sfd_wd0; [31:0] ; 32'hFD57_5F77 ; R/W ;;;;
 0x0084 ; BRX_LR_WD1 ; pclk ; reset_n ;;;reg_lr_sfd_wd1; [31:0] ; 32'hFD57_5F74 ; R/W ;;;;
 0x0088 ; BRX_LR_WD2 ; pclk ; reset_n ;;;reg_lr_sfd_wd2; [31:0] ; 32'h7755_7577 ; R/W ;;;;
 0x008C ; BRX_LR_WD3 ; pclk ; reset_n ;;;reg_lr_sfd_wd3; [31:0] ; 32'h5557_7775 ; R/W ;;;;
 0x0090; BRXSDF_INV_CONF; pclk ; reset_n ;;;;[31:28];4'h0; RO ;;;;
;;;;;;; [27:25] ;3'b0; RO ;;;;
;;;;;; reg_inv_short_sfd_bitwidth; [24:20] ;5'd20; R/W ;;;;
;;;;;;; [19:17] ;3'b0; RO ;;;;
;;;;;; reg_inv_long_sfd_bitwidth; [16:12] ;5'd20; R/W ;;;;
;;;;;;; [11:2] ;10'b0; RO ;;;;
;;;;;; reg_inv_short_sfd_enable; [1] ;1'b1; R/W ;;;;
;;;;;; reg_inv_long_sfd_enable; [0] ;1'b1; R/W ;;;;
 0x0094; BRXSNR; pclk ; reset_n ;;;;[31:8];24'h0; RO ;;;;
;;;;;; bcorr_snr; [7:0] ;8'h0; RO ;;;;
 0x0098; BRXEQU_TIM0_LR; pclk ; reset_n ;;;;[31:28];4'h0; RO ;;;;
;;;;;; reg_equ_est_cnt_lr; [27:16] ;12'hFFF; R/W ;;;;
;;;;;; reg_equ_bypass_wait_lr; [15] ;1'h1; R/W ;;;;
;;;;;;; [14:12] ;4'b0; RO ;;;;
;;;;;; reg_equ_bypass_cnt_lr; [11:0] ;12'h30; R/W ;;;;
 0x0384 ; BRXDATE ; pclk ; reset_n ;;;; [31:28] ; 4'h0 ; R/W ;;;;
;;;;;;reg_brx_date;[27:0];28'h1910281;R/W;;;;
