Address;RegName;Clk;Rst;Port;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
;;;;;tximr1ba_ssn;[11:0];12'h0;RO;;;;
0x006C;MACTXIMR1_TXSTART_US;pclk;reset_n;;tximr1_txstart_us;[31:0];32'h0;RO;;;;
0x0070;MACTXIMR1_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;tximr1_txstart_cycle;[6:0];7'h0;RO;;;;
0x0074;MACTXIMR1_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
;;;;;tximr1_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;tximr1_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txinr1_txrxack_cycle;[6:0];7'h0;RO;;;;
0x0078;MACTXIMR0_PLCP1;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_tximr0_force_dup;[29];1'h0;R/W;;;;
;;;;;reg_tximr0_force_ht40;[28];1'h0;R/W;;;;
;;;;;reg_tximr0_duplicate;[27];1'h0;R/W;;;;
;;;;;reg_tximr0_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_tximr0_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_tximr0_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_tximr0_length;[11:0];12'h0;R/W;;;;
0x007C;MACTXIMR0_PLCP2;pclk;reset_n;;;[31:6];26'h0;RO;;;;
;;;;;reg_tximr0_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_tximr0_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_tximr0_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrximr0_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrximr0_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrximr0_ant_force_last;[0];1'h0;R/W;;;;
0x0080;MACTXIMR0_HTSIG;pclk;reset_n;;reg_tximr0_htsig;[31:0];32'h0;R/W;;;;
0x0084;MACTXIMR0_HT40LEN;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_tximr0_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_tximr0_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_tximr0_20txop_num;[23:20];4'h0;R/W;;;;
;;;;;reg_tximr0_ht40eof_num;[19:18];2'h1;R/W;;;;
;;;;;reg_tximr0_20eof_num;[17:16];2'h1;R/W;;;;
;;;;;reg_tximr0_ht40len;[15:0];16'h0;R/W;;;;
0x0088;MACTXIMR0_DUR;pclk;reset_n;;reg_tximr0_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_tximr0_ht40dur;[15:0];16'h0;R/W;;;;
0x008C;MACTXIMR0_ENATO;pclk;reset_n;;;[31:12];20'h0;RO;;;;
;;;;;curr_tximr0_seqnum;[11:0];12'h0;RO;;;;
0x0090;MACTXIMR0PMD;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;tximr0complete_num;[29:26];4'h0;RO;;;;
;;;;;tximr0_is_40m;[25];1'h0;RO;;;;
;;;;;tximr0_txop_rssi_valid;[24];1'h0;RO;;;;
;;;;;tximr0_txop_rssi;[23:16];8'h0;RO;;;;
;;;;;tximr0complete_state;[15:12];4'h0;RO;;;;
;;;;;tximr0complete_st_match;[11:8];4'h0;RO;;;;
;;;;;tximr0complete_errcode;[7:0];8'h0;RO;;;;
0x0094;MACTXIMR0BA_BMHI;pclk;reset_n;;tximr0ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0098;MACTXIMR0BA_BMLO;pclk;reset_n;;tximr0ba_bmlo;[31:0];32'h0;RO;;;;
0x009C;MACTXIMR0BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;tximr0ba_tahi;[15:0];16'h0;RO;;;;
0x00A0;MACTXIMR0BA_TALO;pclk;reset_n;;tximr0ba_talo;[31:0];32'h0;RO;;;;
0x00A4;MACTXIMR0BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;tximr0ba_tid;[15:12];4'h0;RO;;;;
;;;;;tximr0ba_ssn;[11:0];12'h0;RO;;;;
0x00A8;MACTXIMR0_TXSTART_US;pclk;reset_n;;tximr0_txstart_us;[31:0];32'h0;RO;;;;
0x00AC;MACTXIMR0_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;tximr0_txstart_cycle;[6:0];7'h0;RO;;;;
0x00B0;MACTXIMR0_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
;;;;;tximr0_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;tximr0_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txinr0_txrxack_cycle;[6:0];7'h0;RO;;;;
0x00B4;MACTXQ7_PLCP1;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq7_force_dup;[29];1'h0;R/W;;;;
;;;;;reg_txq7_force_ht40;[28];1'h0;R/W;;;;
;;;;;reg_txq7_duplicate;[27];1'h0;R/W;;;;
;;;;;reg_txq7_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq7_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq7_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq7_length;[11:0];12'h0;R/W;;;;
0x00B8;MACTXQ7_PLCP2;pclk;reset_n;;;[31:6];26'h0;RO;;;;
;;;;;reg_txq7_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq7_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq7_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq7_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq7_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq7_ant_force_last;[0];1'h0;R/W;;;;
0x00BC;MACTXQ7_HTSIG;pclk;reset_n;;reg_txq7_htsig;[31:0];32'h0;R/W;;;;
0x00C0;MACTXQ7_HT40LEN;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq7_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq7_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq7_20txop_num;[23:20];4'h0;R/W;;;;
;;;;;reg_txq7_ht40eof_num;[19:18];2'h1;R/W;;;;
;;;;;reg_txq7_20eof_num;[17:16];2'h1;R/W;;;;
;;;;;reg_txq7_ht40len;[15:0];16'h0;R/W;;;;
0x00C4;MACTXQ7_DUR;pclk;reset_n;;reg_txq7_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq7_ht40dur;[15:0];16'h0;R/W;;;;
0x00C8;MACTXQ7_ENATO;pclk;reset_n;;;[31:12];20'h0;RO;;;;
;;;;;curr_txq7_seqnum;[11:0];12'h0;RO;;;;
0x00CC;MACTXQ7PMD;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;txq7complete_num;[29:26];4'h0;RO;;;;
;;;;;txq7_is_40m;[25];1'h0;RO;;;;
;;;;;txq7_txop_rssi_valid;[24];1'h0;RO;;;;
;;;;;txq7_txop_rssi;[23:16];8'h0;RO;;;;
;;;;;txq7complete_state;[15:12];4'h0;RO;;;;
;;;;;txq7complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq7complete_errcode;[7:0];8'h0;RO;;;;
0x00D0;MACTXQ7BA_BMHI;pclk;reset_n;;txq7ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x00D4;MACTXQ7BA_BMLO;pclk;reset_n;;txq7ba_bmlo;[31:0];32'h0;RO;;;;
0x00D8;MACTXQ7BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq7ba_tahi;[15:0];16'h0;RO;;;;
0x00DC;MACTXQ7BA_TALO;pclk;reset_n;;txq7ba_talo;[31:0];32'h0;RO;;;;
0x00E0;MACTXQ7BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq7ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq7ba_ssn;[11:0];12'h0;RO;;;;
0x00E4;MACTXQ7_TXSTART_US;pclk;reset_n;;txq7_txstart_us;[31:0];32'h0;RO;;;;
0x00E8;MACTXQ7_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;txq7_txstart_cycle;[6:0];7'h0;RO;;;;
0x00EC;MACTXQ7_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
;;;;;txq7_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;txq7_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txq7_txrxack_cycle;[6:0];7'h0;RO;;;;
0x00F0;MACTXQ6_PLCP1;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq6_force_dup;[29];1'h0;R/W;;;;
;;;;;reg_txq6_force_ht40;[28];1'h0;R/W;;;;
;;;;;reg_txq6_duplicate;[27];1'h0;R/W;;;;
;;;;;reg_txq6_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq6_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq6_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq6_length;[11:0];12'h0;R/W;;;;
0x00F4;MACTXQ6_PLCP2;pclk;reset_n;;;[31:6];26'h0;RO;;;;
;;;;;reg_txq6_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq6_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq6_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq6_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq6_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq6_ant_force_last;[0];1'h0;R/W;;;;
0x00F8;MACTXQ6_HTSIG;pclk;reset_n;;reg_txq6_htsig;[31:0];32'h0;R/W;;;;
0x00FC;MACTXQ6_HT40LEN;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq6_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq6_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq6_20txop_num;[23:20];4'h0;R/W;;;;
;;;;;reg_txq6_ht40eof_num;[19:18];2'h1;R/W;;;;
;;;;;reg_txq6_20eof_num;[17:16];2'h1;R/W;;;;
;;;;;reg_txq6_ht40len;[15:0];16'h0;R/W;;;;
0x0100;MACTXQ6_DUR;pclk;reset_n;;reg_txq6_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq6_ht40dur;[15:0];16'h0;R/W;;;;
0x0104;MACTXQ6_ENATO;pclk;reset_n;;;[31:12];20'h0;RO;;;;
;;;;;curr_txq6_seqnum;[11:0];12'h0;RO;;;;
0x0108;MACTXQ6PMD;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;txq6complete_num;[29:26];4'h0;RO;;;;
;;;;;txq6_is_40m;[25];1'h0;RO;;;;
;;;;;txq6_txop_rssi_valid;[24];1'h0;RO;;;;
;;;;;txq6_txop_rssi;[23:16];8'h0;RO;;;;
;;;;;txq6complete_state;[15:12];4'h0;RO;;;;
;;;;;txq6complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq6complete_errcode;[7:0];8'h0;RO;;;;
0x010C;MACTXQ6BA_BMHI;pclk;reset_n;;txq6ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0110;MACTXQ6BA_BMLO;pclk;reset_n;;txq6ba_bmlo;[31:0];32'h0;RO;;;;
0x0114;MACTXQ6BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq6ba_tahi;[15:0];16'h0;RO;;;;
0x0118;MACTXQ6BA_TALO;pclk;reset_n;;txq6ba_talo;[31:0];32'h0;RO;;;;
0x011C;MACTXQ6BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq6ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq6ba_ssn;[11:0];12'h0;RO;;;;
0x0120;MACTXQ6_TXSTART_US;pclk;reset_n;;txq6_txstart_us;[31:0];32'h0;RO;;;;
0x0124;MACTXQ6_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;txq6_txstart_cycle;[6:0];7'h0;RO;;;;
0x0128;MACTXQ6_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
;;;;;txq6_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;txq6_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txq6_txrxack_cycle;[6:0];7'h0;RO;;;;
0x012C;MACTXQ5_PLCP1;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq5_force_dup;[29];1'h0;R/W;;;;
;;;;;reg_txq5_force_ht40;[28];1'h0;R/W;;;;
;;;;;reg_txq5_duplicate;[27];1'h0;R/W;;;;
;;;;;reg_txq5_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq5_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq5_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq5_length;[11:0];12'h0;R/W;;;;
0x0130;MACTXQ5_PLCP2;pclk;reset_n;;;[31:6];26'h0;RO;;;;
;;;;;reg_txq5_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq5_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq5_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq5_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq5_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq5_ant_force_last;[0];1'h0;R/W;;;;
0x0134;MACTXQ5_HTSIG;pclk;reset_n;;reg_txq5_htsig;[31:0];32'h0;R/W;;;;
0x0138;MACTXQ5_HT40LEN;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq5_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq5_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq5_20txop_num;[23:20];4'h0;R/W;;;;
;;;;;reg_txq5_ht40eof_num;[19:18];2'h1;R/W;;;;
;;;;;reg_txq5_20eof_num;[17:16];2'h1;R/W;;;;
;;;;;reg_txq5_ht40len;[15:0];16'h0;R/W;;;;
0x013C;MACTXQ5_DUR;pclk;reset_n;;reg_txq5_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq5_ht40dur;[15:0];16'h0;R/W;;;;
0x0140;MACTXQ5_ENATO;pclk;reset_n;;;[31:12];20'h0;RO;;;;
;;;;;curr_txq5_seqnum;[11:0];12'h0;RO;;;;
0x0144;MACTXQ5PMD;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;txq5complete_num;[29:26];4'h0;RO;;;;
;;;;;txq5_is_40m;[25];1'h0;RO;;;;
;;;;;txq5_txop_rssi_valid;[24];1'h0;RO;;;;
;;;;;txq5_txop_rssi;[23:16];8'h0;RO;;;;
;;;;;txq5complete_state;[15:12];4'h0;RO;;;;
;;;;;txq5complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq5complete_errcode;[7:0];8'h0;RO;;;;
0x0148;MACTXQ5BA_BMHI;pclk;reset_n;;txq5ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x014C;MACTXQ5BA_BMLO;pclk;reset_n;;txq5ba_bmlo;[31:0];32'h0;RO;;;;
0x0150;MACTXQ5BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq5ba_tahi;[15:0];16'h0;RO;;;;
0x0154;MACTXQ5BA_TALO;pclk;reset_n;;txq5ba_talo;[31:0];32'h0;RO;;;;
0x0158;MACTXQ5BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq5ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq5ba_ssn;[11:0];12'h0;RO;;;;
0x015C;MACTXQ5_TXSTART_US;pclk;reset_n;;txq5_txstart_us;[31:0];32'h0;RO;;;;
0x0160;MACTXQ5_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;txq5_txstart_cycle;[6:0];7'h0;RO;;;;
0x0164;MACTXQ5_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
;;;;;txq5_txrxack_cycdec;[25:15];11'h0;RO;;;;
;;;;;txq5_txrxack_us;[14:7];8'h0;RO;;;;
;;;;;txq5_txrxack_cycle;[6:0];7'h0;RO;;;;
0x0168;MACTXQ4_PLCP1;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq4_force_dup;[29];1'h0;R/W;;;;
;;;;;reg_txq4_force_ht40;[28];1'h0;R/W;;;;
;;;;;reg_txq4_duplicate;[27];1'h0;R/W;;;;
;;;;;reg_txq4_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq4_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq4_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq4_length;[11:0];12'h0;R/W;;;;
0x016C;MACTXQ4_PLCP2;pclk;reset_n;;;[31:6];26'h0;RO;;;;
;;;;;reg_txq4_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq4_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq4_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq4_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq4_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq4_ant_force_last;[0];1'h0;R/W;;;;
0x0170;MACTXQ4_HTSIG;pclk;reset_n;;reg_txq4_htsig;[31:0];32'h0;R/W;;;;
0x0174;MACTXQ4_HT40LEN;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;reg_txq4_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq4_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq4_20txop_num;[23:20];4'h0;R/W;;;;
;;;;;reg_txq4_ht40eof_num;[19:18];2'h1;R/W;;;;
;;;;;reg_txq4_20eof_num;[17:16];2'h1;R/W;;;;
;;;;;reg_txq4_ht40len;[15:0];16'h0;R/W;;;;
0x0178;MACTXQ4_DUR;pclk;reset_n;;reg_txq4_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq4_ht40dur;[15:0];16'h0;R/W;;;;
0x017C;MACTXQ4_ENATO;pclk;reset_n;;;[31:12];20'h0;RO;;;;
;;;;;curr_txq4_seqnum;[11:0];12'h0;RO;;;;
0x0180;MACTXQ4PMD;pclk;reset_n;;;[31:30];2'h0;RO;;;;
;;;;;txq4complete_num;[29:26];4'h0;RO;;;;
;;;;;txq4_is_40m;[25];1'h0;RO;;;;
;;;;;txq4_txop_rssi_valid;[24];1'h0;RO;;;;
;;;;;txq4_txop_rssi;[23:16];8'h0;RO;;;;
;;;;;txq4complete_state;[15:12];4'h0;RO;;;;
;;;;;txq4complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq4complete_errcode;[7:0];8'h0;RO;;;;
0x0184;MACTXQ4BA_BMHI;pclk;reset_n;;txq4ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0188;MACTXQ4BA_BMLO;pclk;reset_n;;txq4ba_bmlo;[31:0];32'h0;RO;;;;
0x018C;MACTXQ4BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq4ba_tahi;[15:0];16'h0;RO;;;;
0x0190;MACTXQ4BA_TALO;pclk;reset_n;;txq4ba_talo;[31:0];32'h0;RO;;;;
0x0194;MACTXQ4BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq4ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq4ba_ssn;[11:0];12'h0;RO;;;;
0x0198;MACTXQ4_TXSTART_US;pclk;reset_n;;txq4_txstart_us;[31:0];32'h0;RO;;;;
0x019C;MACTXQ4_TXSTART_CYC;pclk;reset_n;;;[31:7];25'h0;RO;;;;
;;;;;txq4_txstart_cycle;[6:0];7'h0;RO;;;;
0x01A0;MACTXQ4_TXRXACK_CYC;pclk;reset_n;;;[31:26];6'h0;RO;;;;
