 Address ; RegName ; Clk ; Rst ; Port ; Public ; Signal ; BitPos ; Default ; SW(R/W) ; HW(W) ; MCU(W) ; MISC ; Description 
;;;;;;reg_enable_security_download;[5];1'b0; R/W ;;;;
;;;;;;reg_dis_usb_download_mode;[4];1'b0; R/W ;;;;
;;;;;;reg_dis_tiny_basic;[3];1'b0; R/W ;;;;
;;;;;;reg_uart_print_channel;[2];1'b0; R/W ;;;;
;;;;;;reg_dis_legacy_spi_boot;[1];1'b0; R/W ;;;;
;;;;;;reg_dis_download_mode;[0];1'b0; R/W ;;;;
0x014;PGM_DATA5; clk ; reset_n ;;;reg_rs_data_23;[31:24];8'h0; R/W ;;;;
;;;;;;reg_chip_version;[23:0];24'b0; R/W ;;;;
0x018;PGM_DATA6; clk ; reset_n ;;;reg_rs_data_24_27;[31:0];32'h0; R/W ;;;;
0x01c;PGM_DATA7; clk ; reset_n ;;;reg_rs_data_28_31;[31:0];32'h0; R/W ;;;;
0x020;PGM_CHECK_VALUE0; clk ; reset_n ;;;reg_rs_data_32_35;[31:0];32'h0; R/W ;;;;
0x024;PGM_CHECK_VALUE1; clk ; reset_n ;;;reg_rs_data_36_39;[31:0];32'h0; R/W ;;;;
0x028;PGM_CHECK_VALUE2; clk ; reset_n ;;;reg_rs_data_40_43;[31:0];32'h0; R/W ;;;;
0x02c;RD_WR_DIS; clk ; reset_n ;;;efuse_wr_dis;[31:0]; 32'b0; RO ;;;;
0x030;RD_REPEAT_DATA0; clk ; reset_n ;;;efuse_sdio_drefh;[31:30];2'b0; RO ;;;;
;;;;;;efuse_sdio_modecurlim;[29];1'b0; RO ;;;;
;;;;;;efuse_usb_dres;[28:25];4'b0; RO ;;;;
;;;;;;efuse_usb_exchg_pins;[24];1'b0; RO ;;;;
;;;;;;efuse_usb_drefl;[23:22];2'b0; RO ;;;;
;;;;;;efuse_usb_drefh;[21:20];2'b0; RO ;;;;
;;;;;;efuse_dis_download_manual_encrypt;[19];1'b0; RO ;;;;
;;;;;;efuse_hard_dis_jtag;[18];1'b0; RO ;;;;
;;;;;;efuse_soft_dis_jtag;[17];1'b0; RO ;;;;
;;;;;;efuse_dis_efuse_ate_wr;[16];1'b0; RO ;;;;
;;;;;;efuse_dis_sdio_access;[15];1'b0; RO ;;;;
;;;;;;efuse_dis_can;[14];1'b0; RO ;;;;
;;;;;;efuse_dis_usb;[13];1'b0; RO ;;;;
;;;;;;efuse_dis_bt;[12];1'b0; RO ;;;;
;;;;;;efuse_dis_download_dcache;[11];1'b0; RO ;;;;
;;;;;;efuse_dis_download_icache;[10];1'b0; RO ;;;;
;;;;;;efuse_dis_dcache;[9];1'b0; RO ;;;;
;;;;;;efuse_dis_icache;[8];1'b0; RO ;;;;
;;;;;;efuse_dis_rtc_ram_boot;[7];1'b0; RO ;;;;
;;;;;;efuse_rd_dis;[6:0];7'h0; RO ;;;;
0x034;RD_REPEAT_DATA1; clk ; reset_n ;;;efuse_key_purpose_1;[31:28];4'b0; RO ;;;;
;;;;;;efuse_key_purpose_0;[27:24];4'b0; RO ;;;;
;;;;;;efuse_secure_boot_key_revoke2;[23];1'b0; RO ;;;;
;;;;;;efuse_secure_boot_key_revoke1;[22];1'b0; RO ;;;;
;;;;;;efuse_secure_boot_key_revoke0;[21];1'b0; RO ;;;;
;;;;;;efuse_spi_boot_crypt_cnt;[20:18];3'b0; RO ;;;;
;;;;;;efuse_wdt_delay_sel;[17:16];2'b0; RO ;;;;
;;;;;;eufse_sdio_dcap;[15:14];2'b0; RO ;;;;
;;;;;;efuse_sdio_init;[13:12];2'b0; RO ;;;;
;;;;;;efuse_sdio_dcurlim;[11:9];3'b0; RO ;;;;
;;;;;;efuse_sdio_encurlim;[8];1'b0; RO ;;;;
;;;;;;efuse_sdio_en_init;[7];1'b0; RO ;;;;
;;;;;;efuse_sdio_force;[6];1'b0; RO ;;;;
;;;;;;efuse_sdio_tieh;[5];1'b0; RO ;;;;
;;;;;;efuse_sdio_xpd;[4];1'b0; RO ;;;;
;;;;;;efuse_sdio_drefl;[3:2];2'b0; RO ;;;;
;;;;;;efuse_sdio_drefm;[1:0];2'b0; RO ;;;;
0x038;RD_REPEAT_DATA2; clk ; reset_n ;;;efuse_flash_tpuw;[31:28];4'b0; RO ;;;;
;;;;;;efuse_xtal_freq;[27:22];6'b0; RO ;;;;
;;;;;;efuse_secure_boot_aggressive_revoke;[21];1'b0; RO ;;;;
;;;;;;efuse_secure_boot_en;[20];1'b0; RO ;;;;
;;;;;;efuse_key_purpose_6;[19:16];4'b0; RO ;;;;
;;;;;;efuse_key_purpose_5;[15:12];4'b0; RO ;;;;
;;;;;;efuse_key_purpose_4;[11:8];4'b0; RO ;;;;
;;;;;;efuse_key_purpose_3;[7:4];4'b0; RO ;;;;
;;;;;;efuse_key_purpose_2;[3:0];4'b0; RO ;;;;
0x03c;RD_REPEAT_DATA3; clk ; reset_n ;;;efuse_reserve;[31:8];24'h0; RO ;;;;
;;;;;;efuse_uart_print_control;[7:6];2'b0; RO ;;;;
;;;;;;efuse_enable_security_download;[5];1'b0; RO ;;;;
;;;;;;efuse_dis_usb_download_mode;[4];1'b0; RO ;;;;
;;;;;;efuse_dis_tiny_basic;[3];1'b0; RO ;;;;
;;;;;;efuse_uart_print_channel;[2];1'b0; RO ;;;;
;;;;;;efuse_dis_legacy_spi_boot;[1];1'b0; RO ;;;;
;;;;;;efuse_dis_download_mode;[0];1'b0; RO ;;;;
0x040;RD_REPEAT_DATA4; clk ; reset_n ;;;;[31:24];8'h0; RO ;;;;
;;;;;;efuse_chip_version;[23:0];24'b0; RO ;;;;
0x044;RD_MAC_SPI_8M_0; clk ; reset_n ;;;efuse_mac_0;[31:0];32'h0; RO ;;;;
0x048;RD_MAC_SPI_8M_1; clk ; reset_n ;;;efuse_spi_pad_conf_0;[31:16];16'h0; RO ;;;;
;;;;;;efuse_mac_1;[15:0];16'h0; RO ;;;;
0x04c;RD_MAC_SPI_8M_2; clk ; reset_n ;;;efuse_clk8m_freq;[31:20];12'h0; RO ;;;;
;;;;;;efuse_spi_pad_conf_1;[19:0];20'h0; RO ;;;;
0x050;RD_MAC_SPI_8M_3; clk ; reset_n ;;;efuse_sys_data_part0_0;[31:0];32'h0; RO ;;;;
0x054;RD_MAC_SPI_8M_4; clk ; reset_n ;;;efuse_sys_data_part0_1;[31:0];32'h0; RO ;;;;
0x058;RD_MAC_SPI_8M_5; clk ; reset_n ;;;efuse_sys_data_part0_2;[31:0];32'h0; RO ;;;;
0x05c;RD_SYS_DATA0; clk ; reset_n ;;;efuse_sys_data0;[31:0];32'h0; RO ;;;;
0x060;RD_SYS_DATA1; clk ; reset_n ;;;efuse_sys_data1;[31:0];32'h0; RO ;;;;
0x064;RD_SYS_DATA2; clk ; reset_n ;;;efuse_sys_data2;[31:0];32'h0; RO ;;;;
0x068;RD_SYS_DATA3; clk ; reset_n ;;;efuse_sys_data3;[31:0];32'h0; RO ;;;;
0x06c;RD_SYS_DATA4; clk ; reset_n ;;;efuse_sys_data4;[31:0];32'h0; RO ;;;;
0x070;RD_SYS_DATA5; clk ; reset_n ;;;efuse_sys_data5;[31:0];32'h0; RO ;;;;
0x074;RD_SYS_DATA6; clk ; reset_n ;;;efuse_sys_data6;[31:0];32'h0; RO ;;;;
0x078;RD_SYS_DATA7; clk ; reset_n ;;;efuse_sys_data7;[31:0];32'h0; RO ;;;;
0x07c;RD_USR_DATA0; clk ; reset_n ;;;efuse_usr_data0;[31:0];32'h0; RO ;;;;
0x080;RD_USR_DATA1; clk ; reset_n ;;;efuse_usr_data1;[31:0];32'h0; RO ;;;;
0x084;RD_USR_DATA2; clk ; reset_n ;;;efuse_usr_data2;[31:0];32'h0; RO ;;;;
0x088;RD_USR_DATA3; clk ; reset_n ;;;efuse_usr_data3;[31:0];32'h0; RO ;;;;
0x08c;RD_USR_DATA4; clk ; reset_n ;;;efuse_usr_data4;[31:0];32'h0; RO ;;;;
0x090;RD_USR_DATA5; clk ; reset_n ;;;efuse_usr_data5;[31:0];32'h0; RO ;;;;
0x094;RD_USR_DATA6; clk ; reset_n ;;;efuse_usr_data6;[31:0];32'h0; RO ;;;;
0x098;RD_USR_DATA7; clk ; reset_n ;;;efuse_usr_data7;[31:0];32'h0; RO ;;;;
0x09c;RD_KEY0_DATA0; clk ; reset_n ;;;key0_data0;[31:0];32'h0; RO ;;;;
0x0a0;RD_KEY0_DATA1; clk ; reset_n ;;;key0_data1;[31:0];32'h0; RO ;;;;
0x0a4;RD_KEY0_DATA2; clk ; reset_n ;;;key0_data2;[31:0];32'h0; RO ;;;;
0x0a8;RD_KEY0_DATA3; clk ; reset_n ;;;key0_data3;[31:0];32'h0; RO ;;;;
0x0ac;RD_KEY0_DATA4; clk ; reset_n ;;;key0_data4;[31:0];32'h0; RO ;;;;
0x0b0;RD_KEY0_DATA5; clk ; reset_n ;;;key0_data5;[31:0];32'h0; RO ;;;;
0x0b4;RD_KEY0_DATA6; clk ; reset_n ;;;key0_data6;[31:0];32'h0; RO ;;;;
0x0b8;RD_KEY0_DATA7; clk ; reset_n ;;;key0_data7;[31:0];32'h0; RO ;;;;
0x0bc;RD_KEY1_DATA0; clk ; reset_n ;;;key1_data0;[31:0];32'h0; RO ;;;;
0x0c0;RD_KEY1_DATA1; clk ; reset_n ;;;key1_data1;[31:0];32'h0; RO ;;;;
0x0c4;RD_KEY1_DATA2; clk ; reset_n ;;;key1_data2;[31:0];32'h0; RO ;;;;
0x0c8;RD_KEY1_DATA3; clk ; reset_n ;;;key1_data3;[31:0];32'h0; RO ;;;;
0x0cc;RD_KEY1_DATA4; clk ; reset_n ;;;key1_data4;[31:0];32'h0; RO ;;;;
0x0d0;RD_KEY1_DATA5; clk ; reset_n ;;;key1_data5;[31:0];32'h0; RO ;;;;
0x0d4;RD_KEY1_DATA6; clk ; reset_n ;;;key1_data6;[31:0];32'h0; RO ;;;;
0x0d8;RD_KEY1_DATA7; clk ; reset_n ;;;key1_data7;[31:0];32'h0; RO ;;;;
0x0dc;RD_KEY2_DATA0; clk ; reset_n ;;;key2_data0;[31:0];32'h0; RO ;;;;
0x0e0;RD_KEY2_DATA1; clk ; reset_n ;;;key2_data1;[31:0];32'h0; RO ;;;;
0x0e4;RD_KEY2_DATA2; clk ; reset_n ;;;key2_data2;[31:0];32'h0; RO ;;;;
0x0e8;RD_KEY2_DATA3; clk ; reset_n ;;;key2_data3;[31:0];32'h0; RO ;;;;
0x0ec;RD_KEY2_DATA4; clk ; reset_n ;;;key2_data4;[31:0];32'h0; RO ;;;;
0x0f0;RD_KEY2_DATA5; clk ; reset_n ;;;key2_data5;[31:0];32'h0; RO ;;;;
0x0f4;RD_KEY2_DATA6; clk ; reset_n ;;;key2_data6;[31:0];32'h0; RO ;;;;
0x0f8;RD_KEY2_DATA7; clk ; reset_n ;;;key2_data7;[31:0];32'h0; RO ;;;;
0x0fc;RD_KEY3_DATA0; clk ; reset_n ;;;key3_data0;[31:0];32'h0; RO ;;;;
0x100;RD_KEY3_DATA1; clk ; reset_n ;;;key3_data1;[31:0];32'h0; RO ;;;;
0x104;RD_KEY3_DATA2; clk ; reset_n ;;;key3_data2;[31:0];32'h0; RO ;;;;
0x108;RD_KEY3_DATA3; clk ; reset_n ;;;key3_data3;[31:0];32'h0; RO ;;;;
0x10c;RD_KEY3_DATA4; clk ; reset_n ;;;key3_data4;[31:0];32'h0; RO ;;;;
0x110;RD_KEY3_DATA5; clk ; reset_n ;;;key3_data5;[31:0];32'h0; RO ;;;;
0x114;RD_KEY3_DATA6; clk ; reset_n ;;;key3_data6;[31:0];32'h0; RO ;;;;
0x118;RD_KEY3_DATA7; clk ; reset_n ;;;key3_data7;[31:0];32'h0; RO ;;;;
0x11c;RD_KEY4_DATA0; clk ; reset_n ;;;key4_data0;[31:0];32'h0; RO ;;;;
0x120;RD_KEY4_DATA1; clk ; reset_n ;;;key4_data1;[31:0];32'h0; RO ;;;;
0x124;RD_KEY4_DATA2; clk ; reset_n ;;;key4_data2;[31:0];32'h0; RO ;;;;
0x128;RD_KEY4_DATA3; clk ; reset_n ;;;key4_data3;[31:0];32'h0; RO ;;;;
0x12c;RD_KEY4_DATA4; clk ; reset_n ;;;key4_data4;[31:0];32'h0; RO ;;;;
0x130;RD_KEY4_DATA5; clk ; reset_n ;;;key4_data5;[31:0];32'h0; RO ;;;;
0x134;RD_KEY4_DATA6; clk ; reset_n ;;;key4_data6;[31:0];32'h0; RO ;;;;
0x138;RD_KEY4_DATA7; clk ; reset_n ;;;key4_data7;[31:0];32'h0; RO ;;;;
0x13c;RD_KEY5_DATA0; clk ; reset_n ;;;key5_data0;[31:0];32'h0; RO ;;;;
0x140;RD_KEY5_DATA1; clk ; reset_n ;;;key5_data1;[31:0];32'h0; RO ;;;;
0x144;RD_KEY5_DATA2; clk ; reset_n ;;;key5_data2;[31:0];32'h0; RO ;;;;
0x148;RD_KEY5_DATA3; clk ; reset_n ;;;key5_data3;[31:0];32'h0; RO ;;;;
0x14c;RD_KEY5_DATA4; clk ; reset_n ;;;key5_data4;[31:0];32'h0; RO ;;;;
0x150;RD_KEY5_DATA5; clk ; reset_n ;;;key5_data5;[31:0];32'h0; RO ;;;;
0x154;RD_KEY5_DATA6; clk ; reset_n ;;;key5_data6;[31:0];32'h0; RO ;;;;
0x158;RD_KEY5_DATA7; clk ; reset_n ;;;key5_data7;[31:0];32'h0; RO ;;;;
0x15c;RD_KEY6_DATA0; clk ; reset_n ;;;key6_data0;[31:0];32'h0; RO ;;;;
0x160;RD_KEY6_DATA1; clk ; reset_n ;;;key6_data1;[31:0];32'h0; RO ;;;;
0x164;RD_KEY6_DATA2; clk ; reset_n ;;;key6_data2;[31:0];32'h0; RO ;;;;
0x168;RD_KEY6_DATA3; clk ; reset_n ;;;key6_data3;[31:0];32'h0; RO ;;;;
0x16c;RD_KEY6_DATA4; clk ; reset_n ;;;key6_data4;[31:0];32'h0; RO ;;;;
0x170;RD_KEY6_DATA5; clk ; reset_n ;;;key6_data5;[31:0];32'h0; RO ;;;;
0x174;RD_KEY6_DATA6; clk ; reset_n ;;;key6_data6;[31:0];32'h0; RO ;;;;
0x178;RD_KEY6_DATA7; clk ; reset_n ;;;key6_data7;[31:0];32'h0; RO ;;;;
0x17c;RD_REPEAT_ERR0; clk ; reset_n ;;;rd_sdio_drefh_err;[31:30];2'b0; RO ;;;;
;;;;;;rd_sdio_modecurlim_err;[29];1'b0; RO ;;;;
;;;;;;rd_usb_dres_err;[28:25];4'b0; RO ;;;;
;;;;;;rd_usb_exchg_pins_err;[24];1'b0; RO ;;;;
;;;;;;rd_usb_drefl_err;[23:22];2'b0; RO ;;;;
;;;;;;rd_usb_drefh_err;[21:20];2'b0; RO ;;;;
;;;;;;rd_dis_download_manual_encrypt_err;[19];1'b0; RO ;;;;
;;;;;;rd_hard_dis_jtag_err;[18];1'b0; RO ;;;;
;;;;;;rd_soft_dis_jtag_err;[17];1'b0; RO ;;;;
;;;;;;rd_dis_efuse_ate_wr_err;[16];1'b0; RO ;;;;
;;;;;;rd_dis_sdio_access_err;[15];1'b0; RO ;;;;
;;;;;;rd_dis_can_err;[14];1'b0; RO ;;;;
;;;;;;rd_dis_usb_err;[13];1'b0; RO ;;;;
;;;;;;rd_dis_bt_err;[12];1'b0; RO ;;;;
;;;;;;rd_dis_download_dcache_err;[11];1'b0; RO ;;;;
;;;;;;rd_dis_download_icache_err;[10];1'b0; RO ;;;;
;;;;;;rd_dis_dcache_err;[9];1'b0; RO ;;;;
;;;;;;rd_dis_icache_err;[8];1'b0; RO ;;;;
;;;;;;rd_dis_rtc_ram_boot_err;[7];1'b0; RO ;;;;
;;;;;;rd_rd_dis_err;[6:0];7'h0; RO ;;;;
0x180;RD_REPEAT_ERR1; clk ; reset_n ;;;rd_key_purpose_1_err;[31:28];4'b0; RO ;;;;
;;;;;;rd_key_purpose_0_err;[27:24];4'b0; RO ;;;;
;;;;;;rd_secure_boot_key_revoke2_err;[23];1'b0; RO ;;;;
;;;;;;rd_secure_boot_key_revoke1_err;[22];1'b0; RO ;;;;
;;;;;;rd_secure_boot_key_revoke0_err;[21];1'b0; RO ;;;;
;;;;;;rd_spi_boot_crypt_cnt_err;[20:18];3'b0; RO ;;;;
;;;;;;rd_wdt_delay_sel_err;[17:16];2'b0; RO ;;;;
;;;;;;rd_sdio_dcap_err;[15:14];2'b0; RO ;;;;
;;;;;;rd_sdio_init_err;[13:12];2'b0; RO ;;;;
;;;;;;rd_sdio_dcurlim_err;[11:9];3'b0; RO ;;;;
;;;;;;rd_sdio_encurlim_err;[8];1'b0; RO ;;;;
;;;;;;rd_sdio_en_init_err;[7];1'b0; RO ;;;;
;;;;;;rd_sdio_force_err;[6];1'b0; RO ;;;;
;;;;;;rd_sdio_tieh_err;[5];1'b0; RO ;;;;
;;;;;;rd_sdio_xpd_err;[4];1'b0; RO ;;;;
;;;;;;rd_sdio_drefl_err;[3:2];2'b0; RO ;;;;
;;;;;;rd_sdio_drefm_err;[1:0];2'b0; RO ;;;;
0x184;RD_REPEAT_ERR2; clk ; reset_n ;;;rd_flash_tpuw_err;[31:28];4'b0; RO ;;;;
;;;;;;rd_xtal_freq_err;[27:22];6'b0; RO ;;;;
;;;;;;rd_secure_boot_aggressive_revoke_err;[21];1'b0; RO ;;;;
;;;;;;rd_secure_boot_en_err;[20];1'b0; RO ;;;;
;;;;;;rd_key_purpose_6_err;[19:16];4'b0; RO ;;;;
;;;;;;rd_key_purpose_5_err;[15:12];4'b0; RO ;;;;
;;;;;;rd_key_purpose_4_err;[11:8];4'b0; RO ;;;;
;;;;;;rd_key_purpose_3_err;[7:4];4'b0; RO ;;;;
;;;;;;rd_key_purpose_2_err;[3:0];4'b0; RO ;;;;
0x188;RD_REPEAT_ERR3; clk ; reset_n ;;;rd_reserve_err;[31:8];24'h0; RO ;;;;
;;;;;;rd_uart_print_control;[7:6];2'b0; RO ;;;;
;;;;;;rd_enable_security_download;[5];1'b0; RO ;;;;
;;;;;;rd_dis_usb_download_mode;[4];1'b0; RO ;;;;
;;;;;;rd_dis_tiny_basic;[3];1'b0; RO ;;;;
;;;;;;rd_uart_print_channel;[2];1'b0; RO ;;;;
;;;;;;rd_dis_legacy_spi_boot_err;[1];1'b0; RO ;;;;
;;;;;;rd_dis_download_mode_err;[0];1'b0; RO ;;;;
0x190;RD_REPEAT_ERR4; clk ; reset_n ;;;;[31:24];8'h0; RO ;;;;
;;;;;;rd_chip_version_err;[23:0];24'h0; RO ;;;;
0x194;RD_RS_ERR0; clk ; reset_n ;;;rd_key4_fail;[31];1'b0; RO ;;;;
;;;;;;rd_key4_err_num;[30:28];3'b0; RO ;;;;
;;;;;;rd_key3_fail;[27];1'b0; RO ;;;;
;;;;;;rd_key3_err_num;[26:24];3'b0; RO ;;;;
;;;;;;rd_key2_fail;[23];1'b0; RO ;;;;
;;;;;;rd_key2_err_num;[22:20];3'b0; RO ;;;;
;;;;;;rd_key1_fail;[19];1'b0; RO ;;;;
;;;;;;rd_key1_err_num;[18:16];3'b0; RO ;;;;
;;;;;;rd_key0_fail;[15];1'b0; RO ;;;;
;;;;;;rd_key0_err_num;[14:12];3'b0; RO ;;;;
;;;;;;rd_usr_data_fail;[11];1'b0; RO ;;;;
;;;;;;rd_usr_data_err_num;[10:8];3'b0; RO ;;;;
;;;;;;rd_sys_err_fail;[7];1'b0; RO ;;;;
;;;;;;rd_sys_err_num;[6:4];3'b0; RO ;;;;
;;;;;;rd_mac_spi_8m_fail;[3];1'b0; RO ;;;;
;;;;;;rd_mac_spi_8m_err_num;[2:0];3'b0; RO ;;;;
 0x198;RD_RS_ERR1;;;;;;[31:8];24'h0; RO ;;;;
;;;;;;rd_key6_fail;[7];1'b0; RO ;;;;
;;;;;;rd_key6_err_num;[6:4];3'b0; RO ;;;;
;;;;;;rd_key5_fail;[3];1'b0; RO ;;;;
;;;;;;rd_key5_err_num;[2:0];3'b0; RO ;;;;
 0x19c; EFUSE_CLK; clk ; reset_n ; Not ;;; [31:17]; 15'b0; RO ;;;;
;;;; Not ;; reg_clk_en; [16]; 1'b0; R/W ;;;;
;;;;;;; [15:1]; 15'b0; RO ;;;;
;;;;;; reg_mem_pd; [0];1'b0; R/W ;;;;
 0x1a0; EFUSE_CONF; clk ; reset_n ; Not ;;; [31:16]; 16'h0; RO ;;;;
;;;;;; efuse_op_code; [15:0]; 16'h0; R/W ;;;;
 0x1a4; EFUSE_STATUS; clk ; reset_n ;;;; [31:17] ; 15'h0 ; RO ;;;;
;;;;;; repeat_err_cnt; [16:9]; 8'h0; RO ;;;;
;;;;;; otp_vddq_is_sw; [8] ; 1'b0; RO ;;;;
;;;;;; otp_pgenb_sw; [7]; 1'b0; RO ;;;;
;;;;;; otp_csb_sw; [6]; 1'b0; RO ;;;;
;;;;;; otp_strobe_sw; [5]; 1'b0; RO ;;;;
;;;;;; otp_vddq_c_sync2; [4]; 1'b0; RO ;;;;
;;;;;; otp_load_sw; [3]; 1'b0; RO ;;;;
;;;;;; state; [2:0]; 3'b0; RO ;;;;
 0x1a8; EFUSE_CMD; clk ; reset_n ; Not ;;; [31:6]; 26'h0; RO ;;;;
;;;;;; efuse_blk_num; [5:2]; 4'b0; R/W ;;;;
;;;;;; efuse_pgm_cmd; [1]; 1'b0; R/W ; efuse_pgm_done/1'b0;;;
;;;;;; efuse_read_cmd; [0]; 1'b0; R/W ; efuse_read_done/1'b0;;;
 0x1ac; EFUSE_INT_RAW; clk ; reset_n ;;;; [31:2]; 30'b0; RO   ;;; INT_RAW ;
;;;; Not ;; efuse_pgm_done_int_raw ; [1] ; 1'b0 ; RO   ; efuse_pgm_done/1'b1 ; efuse_pgm_done_int_clr/1'b0 ;;
;;;; Not ;; efuse_read_done_int_raw ; [0] ; 1'b0 ; RO   ; efuse_read_done/1'b1 ; efuse_read_done_int_clr/1'b0 ;;
 0x1b0; EFUSE_INT_ST; clk ; reset_n ;;;; [31:2]; 30'b0; RO   ;;; INT_ST ;
;;;; Not ;; efuse_pgm_done_int_st ; [1] ; 1'b0 ; RO   ;;;;
;;;; Not ;; efuse_read_done_int_st ; [0] ; 1'b0 ; RO   ;;;;
 0x1b4; EFUSE_INT_ENA; clk ; reset_n ;;;; [31:2]; 30'b0; RO   ;;; INT_ENA ;
;;;; Not ;; efuse_pgm_done_int_ena ; [1] ; 1'b0 ; R/W ;;;;
;;;; Not ;; efuse_read_done_int_ena ; [0] ; 1'b0 ; R/W ;;;;
 0x1b8; EFUSE_INT_CLR; clk ; reset_n ;;;; [31:2]; 30'b0; RO   ;;; INT_CLR;
;;;; Not ;; efuse_pgm_done_int_clr ; [1] ; 1'b0 ; WO;;;;
;;;; Not ;; efuse_read_done_int_clr ; [0] ; 1'b0 ; WO;;;;
 0x1bc; EFUSE_DAC_CONF; clk ; reset_n ;;;; [31:9]; 23'b0; RO   ;;;;
;;;;;; efuse_dac_clk_pad_sel ; [8] ; 1'b0 ; R/W ;;;;
;;;;;; efuse_dac_clk_div; [7:0] ; 8'd40 ; R/W ;;;;
0x1c0; EFUSE_RD_TIM_CONF; clk ; reset_n ;;;read_init_num; [31:24]; 8'h12; R/W ;;;;
;;;;;;efuse_tsur_a;[23:16]; 8'h0; R/W ;;;;
;;;;;;efuse_trd; [15:8] ; 8'h2; R/W ;;;;
;;;;;;efuse_thr_a; [7:0] ; 8'h1 ; R/W ;;;;
0x1c4; EFUSE_WR_TIM_CONF0; clk ; reset_n ;;;efuse_tpgm;[31:16]; 16'h190; R/W ;;;;
;;;;;;efuse_tpgm_inactive; [15:8] ; 8'h2; R/W ;;;;
;;;;;;efuse_thp_a; [7:0] ; 8'h1 ; R/W ;;;;
0x1c8; EFUSE_WR_TIM_CONF1; clk ; reset_n ;;;;[31:24];8'h0; RO   ;;;;
;;;;;;pwr_on_num;[23:8];16'h7000; R/W ;;;;
