 Address ; RegName ; Clk ; Rst ; Port ; Public ; Signal ; BitPos ; Default ; SW(R/W) ; HW(W) ; MCU(W) ; MISC ; Description 
;;;;;; reg_meas2_start_sar ; [17] ; 1'b0 ; R/W ;;;;SAR ADC2 controller (in RTC) starts conversion, only active when reg_meas2_start_force = 1
;;;;;; reg_meas2_done_sar ; [16] ; 1'b0 ; RO ;;;;SAR ADC2 conversion done indication
;;;;;; reg_meas2_data_sar ; [15:0] ; 16'b0 ; RO ;;;;SAR ADC2 data
 0x009c ; SAR_DAC_CTRL1; pclk ; reset_n ;;;; [31:26] ; 6'b0 ; RO ;;;;
;;;;;; reg_dac_clk_inv ; [25] ; 1'b0 ; R/W ;;;;1: invert PDAC_CLK
;;;;;; reg_dac_clk_force_high ; [24] ; 1'b0 ; R/W ;;;;1: force PDAC_CLK to high
;;;;;; reg_dac_clk_force_low ; [23] ; 1'b0 ; R/W ;;;;1: force PDAC_CLK to low
;;;;;; reg_dac_dig_force ; [22] ; 1'b0 ; R/W ;;;;1: DAC1 & DAC2 use DMA, 0: DAC1 & DAC2 do not use DMA
;;;;;N/A; reg_debug_bit_sel ; [21:17] ; 5'b0 ; R/W ;;;;
;;;;;; reg_sw_tone_en ; [16] ; 1'b0 ; R/W ;;;;1: enable CW generator, 0: disable CW generator
;;;;;; reg_sw_fstep ; [15:0] ; 16'b0 ; R/W ;;;;frequency step for CW generator, can be used to adjust the frequency
 0x00a0 ; SAR_DAC_CTRL2; pclk ; reset_n ;;;; [31:26] ; 6'b0 ; RO ;;;;
;;;;;; reg_dac_cw_en2 ; [25] ; 1'b1 ; R/W ;;;;1: to select CW generator as source to PDAC2_DAC[7:0], 0: to select register reg_pdac2_dac[7:0] as source to PDAC2_DAC[7:0] 
;;;;;; reg_dac_cw_en1 ; [24] ; 1'b1 ; R/W ;;;;1: to select CW generator as source to PDAC1_DAC[7:0], 0: to select register reg_pdac1_dac[7:0] as source to PDAC1_DAC[7:0] 
;;;;;; reg_dac_inv2 ; [23:22] ; 2'b0 ; R/W ;;;;00: do not invert any bits, 01: invert all bits, 10: invert MSB, 11: invert all bits except MSB
;;;;;; reg_dac_inv1 ; [21:20] ; 2'b0 ; R/W ;;;;00: do not invert any bits, 01: invert all bits, 10: invert MSB, 11: invert all bits except MSB
;;;;;; reg_dac_scale2 ; [19:18] ; 2'b0 ; R/W ;;;;00: no scale, 01: scale to 1/2, 10: scale to 1/4, scale to 1/8
;;;;;; reg_dac_scale1 ; [17:16] ; 2'b0 ; R/W ;;;;00: no scale, 01: scale to 1/2, 10: scale to 1/4, scale to 1/8
;;;;;; reg_dac_dc2 ; [15:8] ; 8'b0 ; R/W ;;;;DC offset for DAC2 CW generator
;;;;;; reg_dac_dc1 ; [7:0] ; 8'b0 ; R/W ;;;;DC offset for DAC1 CW generator
 0x00a4 ; SAR_MEAS_CTRL2; pclk ; reset_n ;;;; [31:19] ; 13'b0 ; RO ;;;;
;;;;;N/A; reg_amp_short_ref_gnd_force ; [18:17] ; 2'b0 ; R/W ;;;;
;;;;;N/A; reg_amp_short_ref_force ; [16:15] ; 2'b0 ; R/W ;;;;
;;;;;N/A; reg_amp_rst_fb_force ; [14:13] ; 2'b0 ; R/W ;;;;
;;;;;N/A; reg_sar2_rstb_force ; [12:11] ; 2'b0 ; R/W ;;;;
;;;;;N/A; reg_sar_rstb_fsm_idle ; [10] ; 1'b0 ; R/W ;;;;
;;;;;N/A; reg_xpd_sar_fsm_idle ; [9] ; 1'b0 ; R/W ;;;;
;;;;;N/A; reg_amp_short_ref_gnd_fsm_idle ; [8] ; 1'b0 ; R/W ;;;;
;;;;;N/A; reg_amp_short_ref_fsm_idle ; [7] ; 1'b0 ; R/W ;;;;
;;;;;N/A; reg_amp_rst_fb_fsm_idle ; [6] ; 1'b0 ; R/W ;;;;
;;;;;N/A; reg_xpd_sar_amp_fsm_idle ; [5] ; 1'b0 ; R/W ;;;;
;;;;;N/A; reg_sar1_dac_xpd_fsm_idle ; [4] ; 1'b0 ; R/W ;;;;
;;;;;N/A; reg_sar1_dac_xpd_fsm ; [3:0] ; 4'b0011 ; R/W ;;;;
0x00a8; SAR_COCPU_CTRL; pclk;reset_n;;;;[31:29];3'b0;RO;;;;
;;;;;;reg_cocpu_trap;[28];1'b0;RO;;;;check cocpu whether in trap state
;;;;;;reg_cocpu_eoi;[27];1'b0;RO;;;;check cocpu whether in interrupt state
;;;;;;reg_cocpu_reset_n;[26];1'b0;RO;;;;check cocpu whether in reset state
;;;;;;reg_cocpu_clk_en;[25];1'b0;RO;;;;check cocpu whether clk on
;;;;;;reg_cocpu_reg_int_trigger;[24];1'b0;R/W;;;;trigger cocpu register interrupt
;;;;;;reg_cocpu_done;[23];1'b0;R/W;;;;done signal used by riscv to control timer. 
;;;;;;reg_cocpu_done_force;[22];1'b0;R/W;;;;1: select riscv done 0: select ulp done
;;;;;;reg_cocpu_sel;[21];1'b1;R/W;;;;1: old ULP 0: new riscV
;;;;;;reg_cocpu_shut_reset_en;[20];1'b0;R/W;;;;to reset cocpu
;;;;;;reg_cocpu_shut_2_clk_dis;[19:14];6'd24;R/W;;;;time from shut cocpu to disable clk
;;;;;;reg_cocpu_shut;[13];1'b0;R/W;;;;to shut cocpu
;;;;;;reg_cocpu_start_2_intr_en;[12:7];6'd16;R/W;;;;time from start cocpu to give start interrupt
;;;;;;reg_cocpu_start_2_reset_dis;[6:1];6'd8;R/W;;;;time from start cocpu to pull down reset
;;;;;;reg_cocpu_clk_fo;[0];1'b0;R/W;;;;cocpu clk force on
0x00ac; SAR_COCPU_INT; pclk; reset_n ;;;;[31:25];7'b0;RO;;;;
;;;;;;reg_cocpu_ebreak_int;[24];1'b0;RO;;;;int from ebreak
;;;;;;reg_cocpu_reg_int;[23];1'b0;RO;;;;int from register
;;;;;;reg_cocpu_start_int;[22];1'b0;RO;;;;int from start
;;;;;;reg_cocpu_tsens_int;[21];1'b0;RO;;;;int from tsens
;;;;;;reg_cocpu_saradc_int;[20];1'b0;RO;;;;int from saradc
;;;;;;;[19:15];5'b0;RO;;;;
;;;;;;reg_cocpu_ebreak_int_clr;[14];1'b0;WO;;;;int clear entry
;;;;;;reg_cocpu_reg_int_clr;[13];1'b0;WO;;;;
;;;;;;reg_cocpu_start_int_clr;[12];1'b0;WO;;;;
;;;;;;reg_cocpu_tsens_int_clr;[11];1'b0;WO;;;;
;;;;;;reg_cocpu_saradc_int_clr;[10];1'b0;WO;;;;
;;;;;;;[9:5];5'b0;RO;;;;
;;;;;;reg_cocpu_ebreak_int_ena;[4];1'b1;R/W ;;;;int enable entry
;;;;;;reg_cocpu_reg_int_ena;[3];1'b1;R/W ;;;;
;;;;;;reg_cocpu_start_int_ena;[2];1'b1;R/W ;;;;
;;;;;;reg_cocpu_tsens_int_ena;[1];1'b1;R/W ;;;;
;;;;;;reg_cocpu_saradc_int_ena;[0];1'b1;R/W ;;;;
 0x00F8 ; SAR_NOUSE ; pclk ; reset_n ;;N/A;reg_sar_nouse;[31:0];32'h0;R/W;;;;
 0x00FC ; SARDATE ; pclk ; reset_n ;;;; [31:28] ; 4'h0 ; R/W ;;;;
;;;;;N/A; reg_sar_date ; [27:0] ; 28'h1703080; R/W ;;;;
