Address;RegName;Clk;Rst;Port ; Public ; Signal;BitPos;Default;SW(R/W);Comment;HW(W);MCU(W);MISC;Description
0x0010;INT_ENA_RTC;dig_clk_rtc_gated;rst_rtc_n;;;;[31:12];;;;;;;
;;;;Not;;rtc_cocpu_int_ena;[11];1'b0;R/W;;;;;enable riscV cocpu interrupt
;;;;Not;;rtc_tsens_int_ena;[10];1'b0;R/W;;;;;enable tsens interrupt
;;;;Not;;rtc_saradc_int_ena;[9];1'b0;R/W;;;;;enable saradc interrupt
;;;;Not;;rtc_main_timer_int_ena;[8];1'b0;R/W;;;;;enable RTC main timer interrupt
;;;;Not;;rtc_brown_out_int_ena;[7];1'b0;R/W;;;;;enable brown out interrupt
;;;;Not;;rtc_touch_int_ena;[6];1'b0;R/W;;;;;enable touch interrupt
;;;;Not;;rtc_ulp_cp_int_ena;[5];1'b0;R/W;;;;;enable ULP-coprocessor interrupt
;;;;Not;;rtc_time_valid_int_ena;[4];1'b0;R/W;;;;;enable RTC time valid interrupt
;;;;Not;;rtc_wdt_int_ena;[3];1'b0;R/W;;;;;enable RTC WDT interrupt
;;;;Not;;sdio_idle_int_ena;[2];1'b0;R/W;;;;;enable SDIO idle interrupt
;;;;Not;;slp_reject_int_ena;[1];1'b0;R/W;;;;;enable sleep reject interrupt
;;;;Not;;slp_wakeup_int_ena;[0];1'b0;R/W;;;;;enable sleep wakeup interrupt
0x0011;INT_RAW_RTC;dig_clk_rtc;rst_rtc_n;;;;[31:12];;;;;;;
;;;;Not;;rtc_cocpu_int_raw;[11];1'b0;RO;;rtc_cocpu_int/1'd1;rtc_cocpu_int_clr/1'd0;;riscV cocpu interrupt raw
;;;;Not;;rtc_tsens_int_raw;[10];1'b0;RO;;rtc_tsens_int/1'd1;rtc_tsens_int_clr/1'd0;;tsens interrupt raw
;;;;Not;;rtc_saradc_int_raw;[9];1'b0;RO;;rtc_saradc_int/1'd1;rtc_saradc_int_clr/1'd0;;saradc interrupt raw
;;;;Not;;rtc_main_timer_int_raw;[8];1'b0;RO;;rtc_main_timer_int/1'd1;rtc_main_timer_int_clr/1'd0;;RTC main timer interrupt raw
;;;;Not;;rtc_brown_out_int_raw;[7];1'b0;RO;;rtc_brown_out_int/1'd1;rtc_brown_out_int_clr/1'd0;;brown out interrupt raw
;;;;Not;;rtc_touch_int_raw;[6];1'b0;RO;;rtc_touch_int/1'd1;rtc_touch_int_clr/1'd0;;touch interrupt raw
;;;;Not;;rtc_ulp_cp_int_raw;[5];1'b0;RO;;rtc_ulp_cp_int/1'd1;rtc_ulp_cp_int_clr/1'd0;;ULP-coprocessor interrupt raw
;;;;Not;;rtc_time_valid_int_raw;[4];1'b0;RO;;rtc_time_valid_int/1'd1;rtc_time_valid_int_clr/1'd0;;RTC time valid interrupt raw
;;;;Not;;rtc_wdt_int_raw;[3];1'b0;RO;;rtc_wdt_int/1'd1;rtc_wdt_int_clr/1'd0;;RTC WDT interrupt raw
;;;;Not;;sdio_idle_int_raw;[2];1'b0;RO;;sdio_idle_ind/1'd1;sdio_idle_int_clr/1'd0;;SDIO idle interrupt raw
;;;;Not;;slp_reject_int_raw;[1];1'b0;RO;;rtc_slp_reject/1'd1;slp_reject_int_clr/1'd0;;sleep reject interrupt raw
;;;;Not;;slp_wakeup_int_raw;[0];1'b0;RO;;slp_wakeup_ind/1'd1;slp_wakeup_int_clr/1'd0;;sleep wakeup interrupt raw
0x0012;INT_ST_RTC;dig_clk_rtc;rst_rtc_n;;;;[31:12];;;;;;INT_ST;
;;;;Not;;rtc_cocpu_int_st;[11];1'b0;RO;;;;;riscV cocpu interrupt state
;;;;Not;;rtc_tsens_int_st;[10];1'b0;RO;;;;;tsens interrupt state
;;;;Not;;rtc_saradc_int_st;[9];1'b0;RO;;;;;saradc interrupt state
;;;;Not;;rtc_main_timer_int_st;[8];1'b0;RO;;;;;RTC main timer interrupt state
;;;;Not;;rtc_brown_out_int_st;[7];1'b0;RO;;;;;brown out interrupt state
;;;;Not;;rtc_touch_int_st;[6];1'b0;RO;;;;;touch interrupt state
;;;;Not;;rtc_ulp_cp_int_st;[5];1'b0;RO;;;;;ULP-coprocessor interrupt state
;;;;Not;;rtc_time_valid_int_st;[4];1'b0;RO;;;;;RTC time valid interrupt state
;;;;Not;;rtc_wdt_int_st;[3];1'b0;RO;;;;;RTC WDT interrupt state
;;;;Not;;sdio_idle_int_st;[2];1'b0;RO;;;;;SDIO idle interrupt state
;;;;Not;;slp_reject_int_st;[1];1'b0;RO;;;;;sleep reject interrupt state
;;;;Not;;slp_wakeup_int_st;[0];1'b0;RO;;;;;sleep wakeup interrupt state
0x0013;INT_CLR_RTC;dig_clk_rtc;rst_rtc_n;;;;[31:12];;;;;;;
;;;;Not;;rtc_cocpu_int_clr;[11];1'b0;WO;;;;;Clear riscV cocpu interrupt state
;;;;Not;;rtc_tsens_int_clr;[10];1'b0;WO;;;;;Clear tsens interrupt state
;;;;Not;;rtc_saradc_int_clr;[9];1'b0;WO;;;;;Clear saradc interrupt state
;;;;Not;;rtc_main_timer_int_clr;[8];1'b0;WO;;;;;Clear RTC main timer interrupt state
;;;;Not;;rtc_brown_out_int_clr;[7];1'b0;WO;;;;;Clear brown out interrupt state
;;;;Not;;rtc_touch_int_clr;[6];1'b0;WO;;;;;Clear touch interrupt state
;;;;Not;;rtc_ulp_cp_int_clr;[5];1'b0;WO;;;;;Clear ULP-coprocessor interrupt state
;;;;Not;;rtc_time_valid_int_clr;[4];1'b0;WO;;;;;Clear RTC time valid interrupt state
;;;;Not;;rtc_wdt_int_clr;[3];1'b0;WO;;;;;Clear RTC WDT interrupt state
;;;;Not;;sdio_idle_int_clr;[2];1'b0;WO;;;;;Clear SDIO idle interrupt state
;;;;Not;;slp_reject_int_clr;[1];1'b0;WO;;;;;Clear sleep reject interrupt state
;;;;Not;;slp_wakeup_int_clr;[0];1'b0;WO;;;;;Clear sleep wakeup interrupt state
0x0014;RTC_STORE0;dig_clk_rtc_gated;rst_rtc_n;;;rtc_scratch0;[31:0];0;R/W;;;;;
0x0015;RTC_STORE1;dig_clk_rtc_gated;rst_rtc_n;;;rtc_scratch1;[31:0];0;R/W;;;;;
0x0016;RTC_STORE2;dig_clk_rtc_gated;rst_rtc_n;;;rtc_scratch2;[31:0];0;R/W;;;;;
0x0017;RTC_STORE3;dig_clk_rtc_gated;rst_rtc_n;;;rtc_scratch3;[31:0];0;R/W;;;;;
0x0018;RTC_EXT_XTL_CONF;dig_clk_rtc_gated;rst_rtc_n;;;reg_xtl_ext_ctr_en;[31];1'b0;R/W;;;;;
;;;;;;reg_xtl_ext_ctr_lv;[30];1'b0;R/W;;;;;0: power down XTAL at high level, 1: power down XTAL at low level
;;;;;;;[29:0];;;;;;;
0x0019;RTC_EXT_WAKEUP_CONF;dig_clk_rtc_gated;rst_rtc_n;;;reg_ext_wakeup1_lv;[31];1'b0;R/W;;;;;
;;;;;;reg_ext_wakeup0_lv;[30];1'b0;R/W;;;;;0: external wakeup at low level, 1: external wakeup at high level
;;;;;;;[29:0];;;;;;;
0x001a;RTC_SLP_REJECT_CONF;dig_clk_rtc_gated;rst_rtc_n;;;reject_cause;[31:28];4'b0;RO;;;;;
;;;;;;reg_deep_slp_reject_en;[27];1'b0;R/W;;;;;enable reject for deep sleep
;;;;;;reg_light_slp_reject_en;[26];1'b0;R/W;;;;;enable reject for light sleep
;;;;;;reg_sdio_reject_en;[25];1'b0;R/W;;;;;enable SDIO reject 
;;;;;;reg_gpio_reject_en;[24];1'b0;R/W;;;;;enable GPIO reject
;;;;;;;[23:0];;;;;;;
0x001b;RTC_CPU_PERIOD_CONF;dig_clk_rtc_gated;rst_rtc_n;;;reg_rtc_cpuperiod_sel;[31:30];2'b00;R/W;;;;;
;;;;;;reg_rtc_cpusel_conf;[29];1'b0;R/W;;;;;CPU sel option
;;;;;;;[28:0];;;;;;;
0x001c;RTC_SDIO_ACT_CONF;dig_clk_rtc_gated;rst_rtc_n;;;reg_sdio_act_dnum;[31:22];10'b0;R/W;;;;;
;;;;;;;[21:0];;;;;;;
0x001d;RTC_CLK_CONF;dig_clk_rtc_gated;rst_rtc_n;;;reg_ana_clk_rtc_sel;[31:30];2'd0;R/W;;;;;
;;;;;;reg_fast_clk_rtc_sel;[29];1'b0;R/W;;;;;fast_clk_rtc sel. 0: XTAL div 4, 1: CK8M 
;;;;;;reg_soc_clk_sel;[28:27];2'd0;R/W;;;;;SOC clock sel. 0: XTAL, 1: PLL, 2: CK8M, 3: APLL
;;;;;;reg_ck8m_force_pu;[26];1'd0;R/W;;;;;CK8M force power up
;;;;;;reg_ck8m_force_pd;[25];1'd0;R/W;;;;;CK8M force power down
;;;;;;reg_ck8m_dfreq;[24:17];8'd172;R/W;;;;;CK8M_DFREQ
;;;;;;reg_ck8m_force_nogating;[16];1'd0;R/W;;;;;CK8M force no gating during sleep
;;;;;;reg_xtal_force_nogating;[15];1'd0;R/W;;;;;XTAL force no gating during sleep
;;;;;;reg_ck8m_div_sel;[14:12];3'd3;R/W;;;;;divider = reg_ck8m_div_sel + 1
;;;;;;;[11];;;;;;;
;;;;;;reg_dig_clk8m_en;[10];1'd0;R/W;;;;;enable CK8M for digital core (no relationship with RTC core)
;;;;;;reg_dig_clk8m_d256_en;[9];1'd1;R/W;;;;;enable CK8M_D256_OUT for digital core (no relationship with RTC core)
;;;;;;reg_dig_xtal32k_en;[8];1'd0;R/W;;;;;enable CK_XTAL_32K for digital core (no relationship with RTC core)
;;;;;;reg_enb_ck8m_div;[7];1'd0;R/W;;;;;1: CK8M_D256_OUT is actually CK8M, 0: CK8M_D256_OUT is CK8M divided by 256
;;;;;;reg_enb_ck8m;[6];1'd0;R/W;;;;;disable CK8M and CK8M_D256_OUT
;;;;;;reg_ck8m_div;[5:4];2'b01;R/W;;;;;CK8M_D256_OUT divider. 00: div128, 01: div256, 10: div512, 11: div1024. 
;;;;;;reg_ck8m_div_sel_vld;[3];1'b1;R/W;;;;;used to sync reg_ck8m_div_sel bus. Clear vld before set reg_ck8m_div_sel, then set vld to actually switch the clk
;;;;;;;[2:0];;;;;;;
0x001e;RTC_SLOW_CLK_CONF;dig_clk_rtc_gated;rst_rtc_n;;;reg_rtc_ana_clk_div;[31:24];8'd0;R/W;;;;;
;;;;;;reg_rtc_ana_clk_div_vld;[23];1'b1;R/W;;;;;used to sync div bus. clear vld before set reg_rtc_ana_clk_div, then set vld to actually switch the clk 
;;;;;;reg_rtc_xtal32k_gpio_sel;[22];1'b0;R/W;;;;;XTAL_32K sel. 0: external XTAL_32K, 1: CLK from RTC pad X32P_C
;;;;;;reg_dac_xtal_32k;[21:20];2'b01;R/W;;;;;DAC_XTAL_32K
;;;;;;reg_xpd_xtal_32k;[19];1'd0;R/W;;;;;XPD_XTAL_32K
;;;;;;reg_dres_xtal_32k;[18:17];2'b10;R/W;;;;;DRES_XTAL_32K
;;;;;;reg_dbias_xtal_32k;[16:15];2'b00;R/W;;;;;DBIAS_XTAL_32K
;;;;;;;[14:0];;;;;;;
0x001f;RTC_SDIO_CONF;dig_clk_rtc_gated;rst_rtc_n;;N/A;reg_xpd_sdio_reg;[31];1'd0;R/W;;;;;
;;;;;N/A;reg_drefh_sdio;[30:29];2'b00;R/W;;;;;SW option for DREFH_SDIO. Only active when reg_sdio_force = 1
;;;;;N/A;reg_drefm_sdio;[28:27];2'b00;R/W;;;;;SW option for DREFM_SDIO. Only active when reg_sdio_force = 1
;;;;;N/A;reg_drefl_sdio;[26:25];2'b01;R/W;;;;;SW option for DREFL_SDIO. Only active when reg_sdio_force = 1
;;;;;N/A;reg1p8_ready;[24];1'd0;RO;;;;;read only register for REG1P8_READY
;;;;;N/A;reg_sdio_tieh;[23];1'd1;R/W;;;;;SW option for SDIO_TIEH. Only active when reg_sdio_force = 1
;;;;;N/A;reg_sdio_force;[22];1'd0;R/W;;;;;1: use SW option to control SDIO_REG, 0: use state machine
;;;;;N/A;reg_sdio_reg_pd_en;[21];1'd1;R/W;;;;;power down SDIO_REG in sleep. Only active when reg_sdio_force = 0
;;;;;;;[20:0];;;;;;;
0x0020;RTC_BIAS_CONF;dig_clk_rtc_gated;rst_rtc_n;;N/A;reg_rst_bias_i2c;[31];1'd0;R/W;;;;;
;;;;;N/A;reg_dec_heartbeat_width;[30];1'd0;R/W;;;;;DEC_HEARTBEAT_WIDTH
;;;;;N/A;reg_inc_heartbeat_period;[29];1'd0;R/W;;;;;INC_HEARTBEAT_PERIOD
;;;;;N/A;reg_dec_heartbeat_period;[28];1'd0;R/W;;;;;DEC_HEARTBEAT_PERIOD
;;;;;N/A;reg_inc_heartbeat_refresh;[27];1'd0;R/W;;;;;INC_HEARTBEAT_REFRESH
;;;;;N/A;reg_enb_sck_xtal;[26];1'd0;R/W;;;;;ENB_SCK_XTAL
;;;;;N/A;reg_dbg_atten;[25:24];2'b00;R/W;;;;;DBG_ATTEN
;;;;;;;[23:0];;;;;;;
0x0021;RTC_REG;dig_clk_rtc_gated;rst_rtc_n;;;reg_rtc_reg_force_pu;[31];1'd1;R/W;;;;;
;;;;;;reg_rtc_reg_force_pd;[30];1'd0;R/W;;;;;RTC_REG force power down (for RTC_REG power down means decrease the voltage to 0.8v or lower )
;;;;;;reg_rtc_dboost_force_pu;[29];1'd1;R/W;;;;;RTC_DBOOST force power up
;;;;;;reg_rtc_dboost_force_pd;[28];1'd0;R/W;;;;;RTC_DBOOST force power down
;;;;;;reg_rtc_dbias_wak;[27:25];3'd4;R/W;;;;;RTC_DBIAS during wakeup
;;;;;;reg_rtc_dbias_slp;[24:22];3'd4;R/W;;;;;RTC_DBIAS during sleep
;;;;;;reg_sck_dcap;[21:14];8'd0;R/W;;;;;SCK_DCAP
;;;;;;reg_dig_reg_dbias_wak;[13:11];3'd4;R/W;;;;;DIG_REG_DBIAS during wakeup
;;;;;;reg_dig_reg_dbias_slp;[10:8];3'd4;R/W;;;;;DIG_REG_DBIAS during sleep
;;;;;N/A;reg_sck_dcap_force;[7];1'd0;R/W;;;;;N/A
;;;;;;;[6:0];;;;;;;
0x0022;RTC_PWC;dig_clk_rtc_gated;rst_rtc_n;;;;[31:28];;;;;;;
;;;;;;reg_rtc_pad_force_hold;[27];1'd0;R/W;;;;;rtc pad force hold
;;;;;;reg_rtc_pad_force_unhold;[26];1'd1;R/W;;;;;rtc pad force un-hold
;;;;;;reg_rtc_pad_force_iso;[25];1'd0;R/W;;;;;rtc pad force ISO
;;;;;;reg_rtc_pad_force_noiso;[24];1'd1;R/W;;;;;rtc pad force no ISO
;;;;;;reg_rtc_pad_autohold_en;[23];1'd0;R/W;;;;;rtc pad enable auto-hold
;;;;;;clr_rtc_pad_autohold;[22];1'd0;WO;;;;;wtite only register to clear rtc pad auto-hold
;;;;;;rtc_pad_autohold;[21];1'd0;RO;;;;;read only register to indicate rtc pad auto-hold status
;;;;;;reg_rtc_pd_en;[20];1'd0;R/W;;;;;enable power down rtc_peri in sleep 
;;;;;;reg_rtc_force_pu;[19];1'd0;R/W;;;;;rtc_peri force power up
;;;;;;reg_rtc_force_pd;[18];1'b0;R/W;;;;;rtc_peri force power down
;;;;;;reg_rtc_slowmem_pd_en;[17];1'b0;R/W;;;;;enable power down RTC memory in sleep
;;;;;;reg_rtc_slowmem_force_pu;[16];1'b1;R/W;;;;;RTC memory force power up
;;;;;;reg_rtc_slowmem_force_pd;[15];1'b0;R/W;;;;;RTC memory force power down
;;;;;;reg_rtc_fastmem_pd_en;[14];1'b0;R/W;;;;;enable power down fast RTC memory in sleep
;;;;;;reg_rtc_fastmem_force_pu;[13];1'b1;R/W;;;;;Fast RTC memory force power up
;;;;;;reg_rtc_fastmem_force_pd;[12];1'b0;R/W;;;;;Fast RTC memory force power down
;;;;;;reg_rtc_slowmem_force_lpu;[11];1'b1;R/W;;;;;RTC memory force no PD
;;;;;;reg_rtc_slowmem_force_lpd;[10];1'b0;R/W;;;;;RTC memory force PD
;;;;;;reg_rtc_slowmem_folw_cpu;[9];1'b0;R/W;;;;;1: RTC memory  PD following CPU, 0: RTC memory PD following RTC state machine
;;;;;;reg_rtc_fastmem_force_lpu;[8];1'b1;R/W;;;;;Fast RTC memory force no PD
;;;;;;reg_rtc_fastmem_force_lpd;[7];1'b0;R/W;;;;;Fast RTC memory force PD
;;;;;;reg_rtc_fastmem_folw_cpu;[6];1'b0;R/W;;;;;1: Fast RTC memory PD following CPU, 0: fast RTC memory PD following RTC state machine
;;;;;;reg_rtc_force_noiso;[5];1'd1;R/W;;;;;rtc_peri force no ISO
;;;;;;reg_rtc_force_iso;[4];1'd0;R/W;;;;;rtc_peri force ISO
;;;;;;reg_rtc_slowmem_force_iso;[3];1'b0;R/W;;;;;RTC memory force ISO
;;;;;;reg_rtc_slowmem_force_noiso;[2];1'b1;R/W;;;;;RTC memory force no ISO
;;;;;;reg_rtc_fastmem_force_iso;[1];1'b0;R/W;;;;;Fast RTC memory force ISO
;;;;;;reg_rtc_fastmem_force_noiso;[0];1'b1;R/W;;;;;Fast RTC memory force no ISO
0x0023;DIG_PWC;dig_clk_rtc_gated;rst_rtc_n;;;reg_dg_wrap_pd_en;[31];0;R/W;;;;;
;;;;;;reg_wifi_pd_en;[30];0;R/W;;;;;enable power down wifi in sleep
;;;;;;reg_inter_ram4_pd_en;[29];0;R/W;;;;;enable power down internal SRAM 4 in sleep
